"","faixa_etaria","uf","idade","analfabeto","trabalha","carteira_assinada","responsavel","ensino_medio","ocupacao","salario","motivo_indisp_14","motivo_indisp","horas_trabalho","ano","setor_privado","setor_domestico","setor_publico","setor_empregador","setor_conta_propria","setor_auxiliar_familiar","motivo_dependente","motivo_estudo","motivo_pcd","motivo_idade","motivo_vontade"
"1","menor",11,8.06182474338001,0.150058453847297,0.0870028968643564,0.191398287810844,0.00379761626548259,0,3.11123086872171,877.380050153246,NA,2.77144679199246,30.5232808794999,2022,0.528777753826256,0,0,0,0.244880362147014,0.22634188402673,1,1,1,1,1
"2","menor",12,8.05475675118532,0.245165233562839,0.020581555681726,0,0.00428114968931295,0,3.82459485224023,567.1826625387,NA,2.42306060091665,23.4237368922784,2022,0.389895138226883,0,0,0,0.225929456625357,0.38417540514776,1,1,1,1,1
"3","menor",13,7.93753124295693,0.189227460238402,0.0197372315959651,0.140820410205103,0.000634022439559257,0,5.18449631756335,479.727412618158,NA,2.38373155695487,25.7871260350352,2022,0.13090334123913,0.0317064036949195,0.0037448508301086,0,0.0229268089709982,0.810718595264844,1,1,1,1,1
"4","menor",14,7.78355496429227,0.189506929615887,0.0273330607366401,0.386281588447653,0.000395206314394973,0.00125033491113691,2.85572959604287,772.422324510932,NA,2.67858560465732,30.2291838417148,2022,0.466611706512778,0.124484748557296,0.0939818631492168,0,0.0313272877164056,0.283594394064303,1,1,1,1,1
"5","menor",15,8.31421587047929,0.225422593396044,0.0802718963345796,0.020820643446481,0.000100866662183704,0,3.61106135534701,510.196654929577,NA,2.69351092846755,22.601547187934,2022,0.405825318328726,0.0517762807782667,0.0112015368041224,0,0.119102319483925,0.412094544604961,1,1,1,1,1
"6","menor",16,7.8977140254306,0.191532428101543,0.0240039016942683,0,0.000968894996487273,0,4.10175054704595,485.43956043956,NA,2.77832873788135,22.2193654266958,2022,0.228118161925602,0.0962800875273523,0,0,0.37253829321663,0.303063457330416,1,1,1,1,1
"7","menor",17,8.07958591554717,0.164701552600623,0.113664381872873,0.0450104292458009,0.000834808884098695,0.00131045821323666,2.48993947325372,549.734052111411,NA,2.70094221200526,24.8289710453133,2022,0.472599378373957,0.25543922787502,0.0170129232782594,0,0.0742679535416326,0.18068051693113,1,1,1,1,1
"8","menor",21,8.30158064306046,0.233974352586498,0.0421731100864694,0,0.000781510383744584,0.00065171508690531,2.94599807135969,385.598202932949,NA,2.75157132552094,22.9264005972564,2022,0.466046598438423,0.14900301738887,0,0,0.127756866892712,0.257193517279995,1,1,1,1,1
"9","menor",22,8.25185883056311,0.224770369767035,0.0446373936399766,0.0134173941157452,0.000448398079484073,0,3.16773106262196,256.053347849755,NA,2.54820870231064,17.0702501330495,2022,0.534415469221217,0.0142806457335462,0,0,0.103069008337768,0.348234876707468,1,1,1,1,1
"10","menor",23,8.24045561341559,0.191668768924331,0.0380568724837265,0,0.00305528457518675,0.0010803357706684,2.99303979422,399.636795519328,NA,2.56045760016416,18.9584279013466,2022,0.474353154788924,0.0758435466787714,0.062793160841277,0,0.143440762596459,0.243569375094568,1,1,1,1,1
"11","menor",24,8.07165501026755,0.218834083749104,0.0147497326984506,0,0.000285705782565995,0,3.36470327723649,394.350563286945,NA,2.56376699671788,23.362267493357,2022,0.413861824623561,0.0927812223206377,0.016607617360496,0,0.145039858281665,0.33170947741364,1,1,1,1,1
