"","uf","idade","analfabeto","trabalha","carteira_assinada","responsavel","ensino_medio","ocupacao","salario","motivo_indisp_pre","motivo_indisp_pos","horas_trabalho","ano","motivo_indisp","setor_privado","setor_domestico","setor_publico","setor_empregador","setor_conta_propria","setor_auxiliar_familiar","motivo_dependente","motivo_estudo","motivo_pcd","motivo_idade","motivo_vontade"
"1",11,30.0805398583529,0.0886180080200287,0.539433970313888,0.702020955849428,0.316793031482731,0.277030292768026,2.91556001235831,1459.76897315925,2.70826582791806,NA,39.7372341898918,2014,2.70826582791806,0.41755092474218,0.0503454466035967,0.141850176851615,0.0307745781130146,0.308203890735532,0.0512749829540612,0.297188016181518,0.241213416021285,0.106499312582218,0.218978665321504,0.083485158699544
"2",12,26.8840176177038,0.161166726403325,0.502772544887555,0.609896403227561,0.286884876468246,0.286848488384693,3.00779066348276,1401.38053306481,2.71704851810435,NA,38.5420472868392,2014,2.71704851810435,0.349061145883486,0.055258455503388,0.232272282234638,0.0195590568482549,0.289934824685837,0.0539142348443968,0.278747215215111,0.295408247297567,0.0754470825856673,0.215267122634558,0.0507069236037067
"3",13,27.4835354719319,0.102014989753087,0.521730745636905,0.570386366289249,0.257562283155335,0.332683320404538,3.02171002977716,1520.72637103434,2.65781688389549,NA,39.0285275525453,2014,2.65781688389549,0.395987774934689,0.0422130012744807,0.154627176746978,0.0374508814340167,0.290715797342508,0.0790053682673281,0.294568883945017,0.300413475994762,0.0612051788203706,0.212135783576738,0.0597976887857922
"4",14,27.0928628640532,0.0954350421330776,0.566500589157644,0.565398049541226,0.279836037252839,0.381073332034626,2.97730737954869,1867.01807992953,2.79837832580266,NA,39.0640780646473,2014,2.79837832580266,0.334803821915023,0.0635291725960561,0.250569221386461,0.0323592193535271,0.278130717625534,0.0406078471233991,0.23010265887367,0.344017755298736,0.0778651198571088,0.189693438143829,0.0620551227750612
"5",15,28.3982813729532,0.125496311221419,0.497817797250136,0.498554198462176,0.273814836815891,0.263268515843649,3.1030793360946,1239.22784731106,2.67876365303972,NA,38.5372961987354,2014,2.67876365303972,0.379573868877563,0.0556370600159027,0.131129510358271,0.0346455518703358,0.313823444638496,0.0851905642394317,0.299395892953995,0.262044439348975,0.0987560686300881,0.215489833804419,0.0488312512953025
"6",16,27.3446502888604,0.095313409143343,0.543493445138439,0.627353341121943,0.265485448399052,0.354842501004819,2.85727772443436,1685.97774963941,2.63062094176336,NA,41.4954568594977,2014,2.63062094176336,0.373236713730595,0.0661719691453096,0.226451388396626,0.028157804857616,0.276181055426314,0.0298010684435394,0.297176527613681,0.323098750845729,0.0561715491734577,0.172659981621174,0.0772668060225999
"7",17,29.3060317153724,0.124263197353122,0.529909240551387,0.524872793233175,0.311584898063561,0.333105128400815,2.66223867254278,1359.3260495243,2.853968520966,NA,38.9639842536974,2014,2.853968520966,0.432726902024749,0.0680588447483571,0.195432944903624,0.038231834506987,0.239128934615204,0.026420539201079,0.265478793704193,0.238663943289679,0.101648444070648,0.256972245584525,0.0450919139733269
"8",21,28.8810092110345,0.193817656083327,0.447852918337208,0.465160136999989,0.272937403308743,0.247063091452628,3.26154679959008,887.3177274885,2.86263014574823,NA,36.5056466371889,2014,2.86263014574823,0.326078651020685,0.060637658369767,0.144253078656746,0.0172290276349161,0.398292020587354,0.0535095637305324,0.276019419342344,0.233284861569425,0.102378742825952,0.237545093511739,0.0419068957610106
"9",22,31.4670413215551,0.186248489889821,0.493766892668028,0.436602274947777,0.298269780682935,0.25532687586256,3.00788231640061,1067.96989532031,3.15047360159978,NA,35.5310810610032,2014,3.15047360159978,0.38828809898282,0.0638714547794458,0.150042061189302,0.0339800639160276,0.277105058167547,0.0867132629648575,0.227732204395507,0.206334671620141,0.128807111158561,0.230160009280066,0.038785337906298
"10",23,31.6479582276275,0.160357317750271,0.462650070754471,0.522092041560702,0.30817648137126,0.28430429609122,2.63702021920533,1108.91174251186,2.9851837180396,NA,38.850708689606,2014,2.9851837180396,0.479700161014008,0.0692723298228846,0.119246619930106,0.0303103734281011,0.269029049786567,0.0324414660183327,0.26191991324376,0.211841913030007,0.0958132858239637,0.25932284767292,0.0517635108038385
"11",24,31.8973135411925,0.176210762439769,0.456707244199348,0.587407933939293,0.303329138065952,0.305920673659348,2.55001933464648,1241.12750032593,2.97621206080671,NA,38.81727173033,2014,2.97621206080671,0.483992272183486,0.0623859557961645,0.158315257452902,0.0356754437905574,0.234178821311614,0.0254522494652762,0.257252431055104,0.207670173857274,0.109181674784628,0.276519734447314,0.0262605952401588
"12",25,31.5957826864824,0.18276465481,0.480082913003022,0.488874780686637,0.301567168748627,0.264205300849253,2.6990474445751,1180.21830996833,3.01379131112067,NA,37.7087465191121,2014,3.01379131112067,0.434972143220678,0.0772249139010392,0.165079719348673,0.0349066054464729,0.252139814778381,0.0356768033047552,0.251371672105199,0.195400069722085,0.118131824991285,0.274159330667982,0.0450359131551756
"13",26,31.9225342406069,0.144570914807249,0.466265719719913,0.598241336094159,0.319828955523192,0.30897248271406,2.59478544299185,1476.95490561978,2.91174002912931,NA,38.830998716061,2014,2.91174002912931,0.491797695485609,0.0633930513855089,0.123967245580877,0.0327579810538164,0.25523617518781,0.0328478513063792,0.252990348557193,0.226122529390513,0.0797200741702113,0.295990692217541,0.0876765035769629
"14",27,30.3430138233603,0.193086866514533,0.40704978311418,0.623124770111923,0.296372573088049,0.234298449789095,2.80521940217798,1128.84371032657,2.79945407522328,NA,38.1621610927684,2014,2.79945407522328,0.43449764572956,0.0527892938947239,0.162793294615733,0.0217771114794315,0.279201086789268,0.0489415674912841,0.287112663571736,0.218304596506794,0.110358065919823,0.251796352075676,0.0570973189800469
"15",28,30.3261407697869,0.148069048168969,0.500360716376762,0.625339403510433,0.3071626249571,0.289674495416846,2.90021452337391,1432.80979010555,3.08708375060244,NA,37.7117474131485,2014,3.08708375060244,0.411429927262318,0.0577809075285623,0.14502150131533,0.02891548693323,0.318616732387805,0.0382354445727546,0.221616817083736,0.215042107270317,0.107896408157505,0.27948147024865,0.0620115699277968
"16",29,31.6024967670405,0.15014561432212,0.506598629757498,0.548576442416697,0.31981798178181,0.291783674402588,2.7826545444362,1197.84471940561,3.07025976602357,NA,37.9965671471057,2014,3.07025976602357,0.444906880087792,0.0652003140940944,0.127932429582373,0.0273780183814345,0.293456473238478,0.0411258846158288,0.22983743381061,0.20592523173545,0.121510695418477,0.276866178747675,0.0385876942307952
"17",31,33.6339036820008,0.0756954553932307,0.552016823153016,0.685975326699581,0.330122147870402,0.340393183876337,2.38255518655384,1615.75954516928,2.87552731498194,NA,40.4633351070524,2014,2.87552731498194,0.533094850270292,0.0713298499013821,0.121219583299161,0.0485199804770848,0.205952451637514,0.0198832844145662,0.244270019524817,0.210423215560831,0.127273613566718,0.319151546571036,0.0413057913084262
"18",32,32.921355359559,0.0754401098438888,0.566066883588935,0.728162312595386,0.334071453725597,0.36136187031178,2.63196325166245,1677.67690741293,2.92957909332331,NA,40.0729296049521,2014,2.92957909332331,0.487600339913356,0.0528624441216741,0.134338645529652,0.0351890316030662,0.245191272488989,0.0448182663432632,0.237452468802143,0.205514323987685,0.0978345984818218,0.349228925289652,0.0691396206904656
"19",33,35.5171118911226,0.0486393840900778,0.54304719423472,0.796841867544374,0.35668297116615,0.426295047612549,2.31062833643127,1852.42931196215,2.83823004141268,NA,41.3112267570783,2014,2.83823004141268,0.544119188703771,0.0754545326919915,0.128910644815632,0.0314336812552637,0.217358292324484,0.00272366020885812,0.239660450906439,0.239651726074463,0.059764564860579,0.386488511532981,0.0525900821095718
"20",35,34.3650140439358,0.0478700423231205,0.577707041569131,0.814135482736274,0.328265639200797,0.450848149926985,2.10991032803222,2256.7750698876,2.89728153184127,NA,41.7349855711835,2014,2.89728153184127,0.617653858051864,0.0629575314066868,0.0975441603311034,0.0433413580285978,0.170675059031207,0.00782803315054102,0.250519238837486,0.205436380833288,0.089007848912112,0.354405176033333,0.0525428518351491
"21",41,33.1298930788479,0.0580294215839621,0.600030048015316,0.777546454318197,0.333822684089047,0.376240627254549,2.41245638694983,1897.09900718107,2.97183329569528,NA,40.7036552797186,2014,2.97183329569528,0.546971924756319,0.054210531425668,0.10902030966659,0.0480690156854157,0.2126429031953,0.0290853152707075,0.223411741458851,0.202231600369928,0.119050499510705,0.344577365013819,0.0558753669709972
"22",42,33.7431819532667,0.048432733821273,0.606215168558926,0.858648444339056,0.337888653827601,0.382887695414575,2.33903967940426,1900.16089515279,3.03882264901328,NA,41.3750713389875,2014,3.03882264901328,0.581909621147586,0.0365974440570457,0.101568167898861,0.0491623810135252,0.201993172905996,0.0287692129769857,0.199610229234923,0.18778383323946,0.108438246190216,0.415991707455093,0.0546927183734342
"23",43,35.0150229777184,0.053895318890902,0.571966324640024,0.770947401251696,0.350183600053423,0.358628263098141,2.50173931596844,1879.75668590621,3.06744603658818,NA,41.4194685904515,2014,3.06744603658818,0.52026571370161,0.0590919276206018,0.113466642503301,0.056445503426764,0.207273470677666,0.0434567420700565,0.185784422374699,0.190014427554881,0.136702115988383,0.39638506593841,0.0406976614768385
"24",50,30.9315594401076,0.0824975101548511,0.601093853707636,0.682400896795005,0.323953236571961,0.321757636272825,2.34034808400244,1689.76402013383,2.77282165688348,NA,40.5162012211631,2014,2.77282165688348,0.533184358444896,0.0760151776586158,0.134023251397145,0.0453293139746797,0.196941030997822,0.0145068675268417,0.273986133225599,0.242545271988403,0.113376030799211,0.238430986953112,0.0700765227310535
"25",51,30.6802832592585,0.0792717297166717,0.598804194719719,0.696245431680734,0.326318853691013,0.340330382683025,2.48092531369632,1786.37191770441,2.73753914389403,NA,41.52521744054,2014,2.73753914389403,0.517788759464365,0.0621321598097533,0.119060216481128,0.0514502851498728,0.221521029999717,0.0280475490951642,0.290051171147033,0.235645643993311,0.106004894631455,0.242735204265937,0.0661373319713212
"26",52,31.3097202976263,0.0728248855571108,0.600283082269827,0.688109364560537,0.334696925374749,0.346698994714741,2.44107679141834,1706.8026746197,2.67529419318686,NA,41.6054257314334,2014,2.67529419318686,0.519104580409832,0.0690506765226638,0.122539005776911,0.0438474480966292,0.231885686917856,0.0135726022761084,0.302922085502814,0.228279903803498,0.0970014476172687,0.275817203296832,0.0543370146396133
"27",53,31.8954493502126,0.0518885198653416,0.587103407689946,0.789438570741351,0.320168706738436,0.499890520031766,2.32038888126167,3005.27170719028,2.9425895504584,NA,40.1304671365685,2014,2.9425895504584,0.501349531607374,0.0659641994385715,0.223775416908872,0.0334797760128059,0.170720860194952,0.00471021583742526,0.205271803960329,0.280737534508026,0.0682853345148427,0.318984356361406,0.0652765754405099
