"","faixa_etaria","uf","idade","analfabeto","trabalha","carteira_assinada","responsavel","ensino_medio","ocupacao","salario","motivo_indisp_pre","motivo_indisp_pos","horas_trabalho","ano","motivo_indisp","setor_privado","setor_domestico","setor_publico","setor_empregador","setor_conta_propria","setor_auxiliar_familiar","motivo_dependente","motivo_estudo","motivo_pcd","motivo_idade","motivo_vontade"
"60","18 a 20 anos",16,20.0018797364412,0.00447179406003285,0.262787154474762,0.6515625,0.0516234986841845,0.612754506420784,2.52152605459057,928.529344073648,NA,2.80442839048647,37.8738833746898,2018,2.80442839048647,0.501985111662531,0.126302729528536,0.0875930521091811,0,0.200558312655087,0.083560794044665,0.181498334662476,0.495707651170427,0.0573720504761458,0.0125721255336117,0.107988929023784
"61","18 a 20 anos",17,20.0080922141781,0.0189518420597465,0.43562056781399,0.408141710423079,0.156210619950088,0.692285834301104,1.99068114609478,954.812448551475,NA,3.14798509989841,37.5845033672125,2018,3.14798509989841,0.639820083993937,0.0836957332074253,0.131557366864641,0,0.0807634005119157,0.064163415422082,0.168879105993905,0.35702675245513,0.132272265492719,0.0403318658990857,0.102031832035218
"62","18 a 20 anos",21,20.0027948843206,0.0194253803258296,0.282942663495394,0.292092146851447,0.0960831578188691,0.549911508676955,2.31005231990725,721.561493329941,NA,3.64651979921919,35.3974258312114,2018,3.64651979921919,0.605641450868452,0.0768875158684151,0.0495461449841132,0.00915048027179935,0.187250966780895,0.0715234412263258,0.192654768544339,0.276982710540993,0.0757389849414389,0.00757389849414389,0.0399107640825432
"63","18 a 20 anos",22,20.0010866190624,0.0107691710648867,0.340926730828935,0.338133524445141,0.0657986650108662,0.590777967504916,2.5059541322762,641.316574753262,NA,3.06939281288724,31.3830620809266,2018,3.06939281288724,0.583086857549902,0.0767920467039348,0.0338665469129876,0.0034222710872292,0.162999210245134,0.139833067500813,0.173870201997581,0.444424538301907,0.0847105895701766,0.00903241217658739,0.0113614308535256
"64","18 a 20 anos",23,20.0212140292438,0.0120175218854307,0.389661094598773,0.364913286512828,0.0872867030916062,0.647386724982679,2.085520680372,756.182294145645,NA,3.221387320976,35.9054851933431,2018,3.221387320976,0.674161771904063,0.0474639011257954,0.0738548294991026,0.00403308043726546,0.124184206232664,0.0763022108011095,0.163921582592903,0.405767940979209,0.0909824730091463,0.00148382922906169,0.0600179246570871
"65","18 a 20 anos",24,19.9719893292683,0.0327373390921409,0.328167344173442,0.327253507247415,0.0854558350271003,0.534071180555556,2.26786753461179,664.491525668627,NA,3.31061477222468,32.6137418630144,2018,3.31061477222468,0.588366648170955,0.0596689718639618,0.127295611102841,0.00843133805199551,0.152873827665074,0.0633636031451733,0.166651923927466,0.373485183547103,0.103118089341,0,0.0528306059265812
"66","18 a 20 anos",25,19.9962162797992,0.0146006508782936,0.352307481179423,0.330283769902414,0.103228905269762,0.55944655740276,2.14277088390778,724.804623866732,NA,3.4799715732834,33.6232455545834,2018,3.4799715732834,0.663553129351456,0.0459267291838671,0.0595926113048514,0.00956242067257335,0.157853877339774,0.0635112321474782,0.146736003790229,0.372581755011337,0.0843213121411409,0,0.0430574512966869
"67","18 a 20 anos",26,20.0257956912691,0.0105718605243959,0.311077710096775,0.387359483278407,0.0935426170573706,0.644925243256071,2.21290192508599,744.916573615165,NA,3.21222075837509,36.702781630122,2018,3.21222075837509,0.640575265302631,0.0426133760179862,0.0769179073930389,0.00391004453785106,0.175194433074089,0.0607889736744033,0.164993470219021,0.398638813938637,0.0966867833781117,0.00532162767016264,0.0675530293005943
"68","18 a 20 anos",27,19.971752418595,0.022387802468001,0.271405427763862,0.421986428664045,0.11663258037089,0.493370406967392,1.76327409206314,782.483277845036,NA,3.5638846737481,37.606983846635,2018,3.5638846737481,0.74485778415572,0.0593700555616882,0.0532987452625382,0,0.115060529123892,0.0274128858961622,0.18553363682347,0.302489743157421,0.0554487719889844,0.0241668071713595,0.0838082391951891
"69","18 a 20 anos",28,19.9158660132097,0.00970063011919122,0.30869935638428,0.349460676510629,0.099747783616901,0.529966511737762,2.63027764642302,719.589429309421,NA,2.91174452691324,32.9311626021752,2018,2.91174452691324,0.534643878493098,0.0254903285370083,0.103987930374474,0.017226237924745,0.248125379990542,0.0705262446801324,0.15239402066571,0.523732302126863,0.0612694650616437,0,0.0475477660658226
"70","18 a 20 anos",29,19.9789198023848,0.0237599961792971,0.367517126831417,0.342979742143817,0.0980381751898412,0.490689689939346,2.15054342862362,729.56432182094,NA,3.53200774210984,35.764584284714,2018,3.53200774210984,0.643684354735592,0.0540323317197918,0.0823088866563156,0.00376594513958657,0.160446920571133,0.0557615611775809,0.177738652125702,0.325418999964231,0.0818485678289105,0.00147847272178084,0.0291203484744308
"71","18 a 20 anos",31,20.0135265468246,0.00927909494522179,0.502450221887046,0.569687840811455,0.0705111063705769,0.656440132561361,1.80483099161525,959.245167141989,NA,2.82090718244727,37.9646008903025,2018,2.82090718244727,0.75293927625647,0.0446322709813917,0.0480365776600805,0.00344335503475304,0.100947100127085,0.0500014199402205,0.162439047869406,0.489868154571271,0.106998063601257,0.00345441687739967,0.0795219353620473
"72","18 a 20 anos",32,20.0493404278905,0.00687285223367698,0.442556257621106,0.545451017424938,0.118689723977386,0.658585522669327,1.99196263255344,979.801727107783,NA,2.50536079293455,37.4760351792628,2018,2.50536079293455,0.711138697189025,0.0253219155024407,0.0833403467429726,0.00319811479548897,0.0946389496717724,0.0823619760983,0.240117243241159,0.448590381426202,0.122372632959235,0.0160052450923676,0.100563076092406
