"","uf","idade","analfabeto","trabalha","carteira_assinada","responsavel","ensino_medio","ocupacao","salario","motivo_indisp_pre","motivo_indisp_pos","horas_trabalho","ano","motivo_indisp","setor_privado","setor_domestico","setor_publico","setor_empregador","setor_conta_propria","setor_auxiliar_familiar","motivo_dependente","motivo_estudo","motivo_pcd","motivo_idade","motivo_vontade"
"1",11,33.4095614764025,0.0671728712026501,0.562456024852388,0.623602366791185,0.354085712104477,0.394058099401134,3.03640771577222,2410.34167635604,NA,2.9530906044503,39.9434892603335,2022,2.9530906044503,0.377263465907625,0.0435096587831739,0.156756224457976,0.0293174960082344,0.374332654166559,0.0188205006764313,0.250573113108341,0.179144291302702,0.158796146997378,0.279120104877946,0.042838014049158
"2",12,30.1324258197232,0.128282823344196,0.448515706821772,0.510438653953466,0.313845797638342,0.387862690405587,2.84146810861818,2311.08087819866,NA,3.04675380276015,37.9363413998187,2022,3.04675380276015,0.374079638436037,0.0529774395013596,0.249804442568197,0.0253448639789419,0.276120885533717,0.021672729981748,0.256245592827642,0.246515185856754,0.109606376548806,0.1498658960411,0.0574065679460058
"3",13,29.6567110891567,0.0831901007832695,0.507078348043461,0.501725740937356,0.277665709790791,0.447408689414883,3.16770356051659,2082.86597144738,NA,2.97944412857201,38.0889722669473,2022,2.97944412857201,0.357884759128241,0.050936140135357,0.151215819198833,0.0308634935833019,0.323753638537675,0.085346149416592,0.255066258972888,0.252853114080021,0.130379038181553,0.0917590484350341,0.159156908828736
"4",14,29.6096993727873,0.0782542516207836,0.520416265858395,0.461640798226164,0.292929756250042,0.47368599079207,2.70084031588165,2290.68952419032,NA,2.79505917820456,39.3315712942953,2022,2.79505917820456,0.39797713633844,0.079444395350145,0.226708548567205,0.0308812069699623,0.249608361384031,0.0153803513902167,0.295790531487271,0.219735372934346,0.099910674408218,0.243406654756588,0.0605013398838767
"5",15,31.3202513831264,0.109845075575552,0.487724546450332,0.425198820422924,0.300008117032186,0.35648426112023,3.00832318706729,2004.94324716757,NA,2.94541389555592,37.6460351061683,2022,2.94541389555592,0.390942172342341,0.0464687569643074,0.144881830026379,0.0500487073455103,0.316348018593614,0.0513105147278474,0.26730224728571,0.205054475627007,0.164060892429904,0.168464044719444,0.0687461987789016
"6",16,30.0654881528487,0.0831799536249499,0.518773742343698,0.548478435814134,0.273383011713135,0.450510449329903,3.07835355543833,2309.71252605229,NA,2.87534935284928,38.1907803433024,2022,2.87534935284928,0.318676026998877,0.0630145139255231,0.223795804082295,0.0287681424069039,0.347284556804502,0.0184609557818988,0.236544343100354,0.280292429170042,0.111533198696008,0.216848788845517,0.0524620411897185
"7",17,32.9549581298562,0.093832990673036,0.551172946314018,0.442413312940854,0.339903027093616,0.42892982842726,2.66316467211045,2497.07880317251,NA,3.14877871785648,39.3686297873023,2022,3.14877871785648,0.410912865121336,0.0715235078898401,0.226512480948304,0.0365311686420766,0.24357719059444,0.0109427868040036,0.204003085694562,0.18974734316292,0.185904780123469,0.239550952427489,0.0354002357936411
"8",21,31.6615933351018,0.151938439401953,0.409426478968919,0.375752654909228,0.302357393477745,0.344863726223919,2.85286197985346,1697.63810182434,NA,3.32518196101126,36.6218096252741,2022,3.32518196101126,0.401381622744494,0.0611812262579579,0.175796351998562,0.0303383070357965,0.307439331324954,0.0238631606382357,0.219718256889113,0.170271220341871,0.14962402783353,0.206160693658477,0.0339484023581441
"9",22,34.31588793624,0.161736466961672,0.438397735323545,0.390572206440094,0.315763946354925,0.368450051229425,2.89999524458919,2058.42618887286,NA,3.41558396926089,35.3067117254625,2022,3.41558396926089,0.380485021222938,0.0585291360952555,0.197537464200194,0.0491325977275272,0.272585516859465,0.0417302638946201,0.184142939527648,0.172986266646997,0.203592934833631,0.142263086249212,0.0764512895135657
"10",23,34.9885172128697,0.138823652800988,0.443728075077341,0.486935024589847,0.333712017365029,0.389898681412204,2.69623140378363,1908.00131656499,NA,3.18662461022467,37.5301618940593,2022,3.18662461022467,0.457242852025932,0.0608424725141018,0.138757235469591,0.0359371454038875,0.286038448813752,0.0211818457727358,0.237872245897412,0.157251771525485,0.164434900605342,0.212922653198619,0.0758570659730645
