"","faixa_etaria","uf","idade","analfabeto","trabalha","carteira_assinada","responsavel","ensino_medio","ocupacao","salario","motivo_indisp_14","motivo_indisp","horas_trabalho","ano","setor_privado","setor_domestico","setor_publico","setor_empregador","setor_conta_propria","setor_auxiliar_familiar","motivo_dependente","motivo_estudo","motivo_pcd","motivo_idade","motivo_vontade"
"19","menor",33,8.38560298147212,0.114533848638467,0.0267250153975818,0.0800138352452874,0.000364530053344497,0.00098612632455366,2.25910119073023,543.306243852171,2.22411649795773,NA,29.3852588451197,2014,0.65712090819854,0.0348256583159063,0.0483974222184286,0,0.170799368358158,0.0888566429089667,1,1,1,1,1
"20","menor",35,8.33149533462151,0.118846784957206,0.0708341925458296,0.22194399202141,0.000688933358587089,0.000945895605466687,1.89943766628546,629.557050381405,2.33211920010088,NA,28.9633209094518,2014,0.7547300620404,0.0157619355182773,0.0553682426627005,0,0.0977595534513306,0.0763802063272913,1,1,1,1,1
"21","menor",41,8.28041492661069,0.099769437302936,0.128468938846282,0.254606340664483,0.000391106321693797,0.000855972209401975,2.30516458126374,520.200016102195,2.46683310410162,NA,27.0306392383164,2014,0.61878983380027,0.0868837271600942,0.0634438727104285,0,0.0630197229632441,0.167862843365963,1,1,1,1,1
"22","menor",42,8.35910858728681,0.127153836888804,0.126179909021287,0.484315988250105,0.000782030066263083,0.00285839968020835,2.20413331982575,626.835150258068,2.40651339568506,NA,29.1897274845507,2014,0.684996454259953,0.0389220950258332,0.0486070306959781,0,0.0693749366832135,0.158099483335022,1,1,1,1,1
"23","menor",43,8.35796978818223,0.136527689615536,0.122749621017922,0.330033454987835,0.000219876016296419,0.00168556674501192,2.27462226548016,525.521328524457,2.39798133750204,NA,26.9749026696329,2014,0.665484797923619,0.0648058027437894,0.0316671301446051,0,0.0437291434927697,0.194313125695217,1,1,1,1,1
"24","menor",50,8.11895642739535,0.136385294942687,0.138005002864769,0.158799892847576,0.000650154292381337,0.000833855293444053,2.04310988190878,511.038948873441,2.36793098963978,NA,28.7742218710216,2014,0.640151016286931,0.127793142806971,0.0514508977567057,0,0.0906097721585671,0.0899951709908249,1,1,1,1,1
"25","menor",51,7.95715231470162,0.137994149387363,0.12115916527566,0.143902796076709,0.00166791146002539,0.00129816515240943,2.39186808540624,555.166999600479,2.36604283350789,NA,28.4041998449722,2014,0.657952223240082,0.049679374251286,0.0144105418927489,0,0.076421675709957,0.201536184905926,1,1,1,1,1
"26","menor",52,8.15174961214655,0.114580997203905,0.137727311586327,0.164100785945446,0.00132151163219743,0.0013714256211348,1.98091878013189,510.962700507614,2.29373147883547,NA,30.5718455030755,2014,0.723516264292443,0.0548238727672387,0.0207436688401648,0.00932818589873839,0.10131702901897,0.0902709791824445,1,1,1,1,1
"27","menor",53,8.25527967935804,0.131695815041975,0.0511349785623127,0.132561467412515,0,0.00102287630460903,2.17404996850724,508.770600369124,2.42707052548567,NA,28.0222548813773,2014,0.607285324375394,0,0.19966407726223,0.0305479739659878,0.129435229897124,0.0330673944992652,1,1,1,1,1
"28","16 e 17 anos",11,17.4833401611361,0.0120578997678547,0.309285811825754,0.439819839374864,0.0279393691110201,0.199890755154991,2.70204332672726,728.066096622488,2.32945227537345,NA,35.9288935966651,2014,0.573361579990433,0.0493405316749812,0.0156153898722067,0.00358778104284836,0.179764914918335,0.178329802501196,1,1,1,1,1
"29","16 e 17 anos",12,17.5436287496795,0.0243853801669373,0.159217160926417,0.227505827505828,0.0311939150499957,0.239808563370652,3.25040508537953,548.438221033272,2.52207137631087,NA,33.9887822510283,2014,0.404462171257634,0.093356599775645,0.0508537953384021,0,0.201296273214508,0.25003116041381,1,1,1,1,1
"30","16 e 17 anos",13,17.4948790010751,0.00473433049776487,0.22979421694928,0.263058154684354,0.0220998296144004,0.185984369793337,2.85609682641268,628.673903833934,2.51001691837914,NA,33.522625456462,2014,0.538756917516847,0.0673681436584723,0.0379286978127471,0,0.0668599179309566,0.289086323080977,1,1,1,1,1
"31","16 e 17 anos",14,17.4893395735829,0.0113884555382215,0.208008320332813,0.278508771929825,0.0256370254810192,0.167498699947998,2.99852207648254,600.802930056711,2.41116874696061,NA,32.9998152595603,2014,0.471088121189728,0.0661370774062442,0.0641049325697395,0,0.18917421023462,0.209495658599667,1,1,1,1,1
