ANO_ELEICAO,NR_TURNO,SG_UF,CD_MUNICIPIO,DS_CARGO,QT_VOTOS_NOMINAIS,DS_SIT_TOT_TURNO
2018,2,MA,7757,Presidente,591,ELEITO
2018,2,MS,90212,Presidente,12369,ELEITO
2018,2,TO,95273,Presidente,1633,ELEITO
2018,2,TO,96270,Presidente,6544,ELEITO
2018,2,TO,92193,Presidente,1823,ELEITO
2018,2,AL,27936,Presidente,14007,ELEITO
2018,2,SP,61646,Presidente,950,ELEITO
2018,2,MG,42560,Presidente,1421,ELEITO
2018,2,SP,69612,Presidente,5242,ELEITO
2018,2,SP,69914,Presidente,1370,ELEITO
2018,2,SP,71072,Presidente,30150,ELEITO
2018,2,SP,65978,Presidente,19587,ELEITO
2018,2,MG,53678,Presidente,3712,ELEITO
2018,2,SP,63290,Presidente,7135,ELEITO
2018,2,MG,48917,Presidente,8297,ELEITO
2018,2,MG,40304,Presidente,842,ELEITO
2018,2,MG,44091,Presidente,3643,ELEITO
2018,2,RS,88609,Presidente,1092,ELEITO
2018,2,SP,62421,Presidente,676,ELEITO
2018,2,MG,53392,Presidente,669,ELEITO
2018,2,SP,63371,Presidente,4551,ELEITO
2018,2,MG,52175,Presidente,1025,ELEITO
2018,2,MG,41645,Presidente,2302,ELEITO
2018,2,MG,47694,Presidente,1228,ELEITO
2018,2,MG,42358,Presidente,2475,ELEITO
2018,2,RS,85669,Presidente,1042,ELEITO
2018,2,RS,88277,Presidente,2109,ELEITO
2018,2,RS,85120,Presidente,1922,ELEITO
2018,2,SC,80560,Presidente,1715,ELEITO
2018,2,BA,36153,Presidente,1097,ELEITO
2018,2,SP,66850,Presidente,8734,ELEITO
2018,2,SC,82490,Presidente,3466,ELEITO
2018,2,AC,1007,Presidente,4676,ELEITO
2018,2,SC,83470,Presidente,6691,ELEITO
2018,2,RN,17574,Presidente,524,ELEITO
2018,2,PR,77712,Presidente,8811,ELEITO
2018,2,BA,33871,Presidente,1221,ELEITO
2018,2,PR,74799,Presidente,3031,ELEITO
2018,2,RJ,58971,Presidente,39233,ELEITO
2018,2,BA,35971,Presidente,25516,ELEITO
2018,2,SC,82732,Presidente,1049,ELEITO
2018,2,PR,74837,Presidente,34383,ELEITO
2018,2,PR,76872,Presidente,15615,ELEITO
2018,2,GO,95397,Presidente,8475,ELEITO
2018,2,CE,13293,Presidente,659,ELEITO
2018,2,TO,73318,Presidente,1107,ELEITO
2018,2,MA,7420,Presidente,313,ELEITO
2018,2,SE,31615,Presidente,800,ELEITO
2018,2,MT,90026,Presidente,1065,ELEITO
2018,2,MT,91952,Presidente,6544,ELEITO
2018,2,SE,32255,Presidente,1143,ELEITO
2018,2,SE,31054,Presidente,44144,ELEITO
2018,2,ES,56731,Presidente,5841,ELEITO
2018,2,ES,56456,Presidente,9516,ELEITO
2018,2,AL,28010,Presidente,5879,ELEITO
2018,2,MG,52353,Presidente,3777,ELEITO
2018,2,RS,86665,Presidente,1076,ELEITO
2018,2,SP,61417,Presidente,20882,ELEITO
2018,2,RS,88013,Presidente,36263,ELEITO
2018,2,SP,70513,Presidente,11659,ELEITO
2018,2,MG,51730,Presidente,440,ELEITO
2018,2,SP,70777,Presidente,35298,ELEITO
2018,2,MG,44032,Presidente,3284,ELEITO
2018,2,SP,67814,Presidente,1721,ELEITO
2018,2,SP,66591,Presidente,1001,ELEITO
2018,2,SP,67458,Presidente,1601,ELEITO
2018,2,SP,72451,Presidente,36114,ELEITO
2018,2,MG,44695,Presidente,605,ELEITO
2018,2,SP,71072,Presidente,60327,ELEITO
2018,2,SP,71072,Presidente,58777,ELEITO
2018,2,SP,66699,Presidente,17565,ELEITO
2018,2,SP,62570,Presidente,9157,ELEITO
2018,2,SP,71072,Presidente,60671,ELEITO
2018,2,MG,41238,Presidente,49051,ELEITO
2018,2,BA,36676,Presidente,1969,ELEITO
2018,2,BA,34029,Presidente,573,ELEITO
2018,2,SC,83615,Presidente,4503,ELEITO
2018,2,BA,39438,Presidente,2986,ELEITO
2018,2,BA,38610,Presidente,4611,ELEITO
2018,2,PR,74470,Presidente,3707,ELEITO
2018,2,PR,77771,Presidente,51335,ELEITO
2018,2,SC,80900,Presidente,767,ELEITO
2018,2,SC,80012,Presidente,5023,ELEITO
2018,2,PR,75035,Presidente,6945,ELEITO
2018,2,PA,4677,Presidente,2369,ELEITO
2018,2,GO,92851,Presidente,4610,ELEITO
2018,2,GO,93670,Presidente,5695,ELEITO
2018,2,PA,5959,Presidente,7299,ELEITO
2018,2,GO,93491,Presidente,4148,ELEITO
2018,2,GO,96571,Presidente,2428,ELEITO
2018,2,SC,83259,Presidente,9052,ELEITO
2018,2,PI,10618,Presidente,908,ELEITO
2018,2,PI,11797,Presidente,449,ELEITO
2018,2,PB,19275,Presidente,471,ELEITO
2018,2,PB,22390,Presidente,1408,ELEITO
2018,2,CE,13501,Presidente,2708,ELEITO
2018,2,PI,10936,Presidente,1389,ELEITO
2018,2,CE,13153,Presidente,481,ELEITO
2018,2,MA,7226,Presidente,531,ELEITO
2018,2,MS,91138,Presidente,16460,ELEITO
2018,2,TO,92479,Presidente,1323,ELEITO
2018,2,PB,22217,Presidente,4193,ELEITO
2018,2,MT,99031,Presidente,1581,ELEITO
2018,2,MT,98817,Presidente,7067,ELEITO
2018,2,TO,95699,Presidente,329,ELEITO
2018,2,ES,56090,Presidente,2243,ELEITO
2018,2,AL,27138,Presidente,2072,ELEITO
2018,2,AL,27677,Presidente,434,ELEITO
2018,2,MG,46973,Presidente,10264,ELEITO
2018,2,RS,89052,Presidente,3773,ELEITO
2018,2,RS,87700,Presidente,1316,ELEITO
2018,2,MG,49093,Presidente,807,ELEITO
2018,2,SP,68896,Presidente,5001,ELEITO
2018,2,MG,53775,Presidente,2832,ELEITO
2018,2,MG,48992,Presidente,4062,ELEITO
2018,2,MG,47759,Presidente,6385,ELEITO
2018,2,SP,72150,Presidente,705,ELEITO
2018,2,RS,86436,Presidente,1940,ELEITO
2018,2,SP,61573,Presidente,13130,ELEITO
2018,2,SP,63819,Presidente,2260,ELEITO
2018,2,RS,87378,Presidente,17922,ELEITO
2018,2,SC,80039,Presidente,5056,ELEITO
2018,2,SC,81418,Presidente,4288,ELEITO
2018,2,RJ,60011,Presidente,38681,ELEITO
2018,2,RR,3042,Presidente,2648,ELEITO
2018,2,BA,35858,Presidente,618,ELEITO
2018,2,BA,35017,Presidente,805,ELEITO
2018,2,RJ,59013,Presidente,55877,ELEITO
2018,2,PA,4278,Presidente,46212,ELEITO
2018,2,GO,94595,Presidente,18443,ELEITO
2018,2,RJ,58890,Presidente,2699,ELEITO
2018,2,RJ,59234,Presidente,11972,ELEITO
2018,2,PR,78395,Presidente,1357,ELEITO
2018,2,PR,76597,Presidente,8374,ELEITO
2018,2,PA,5053,Presidente,11263,ELEITO
2018,2,GO,92274,Presidente,48792,ELEITO
2018,2,GO,96539,Presidente,2586,ELEITO
2018,2,SC,83895,Presidente,1549,ELEITO
2018,2,RN,16659,Presidente,410,ELEITO
2018,2,PB,20010,Presidente,1216,ELEITO
2018,2,PE,25410,Presidente,909,ELEITO
2018,2,PE,23990,Presidente,4019,ELEITO
2018,2,GO,95770,Presidente,2439,ELEITO
2018,2,GO,95451,Presidente,10771,ELEITO
2018,2,PI,12343,Presidente,241,ELEITO
2018,2,PE,25194,Presidente,3335,ELEITO
2018,2,MA,7889,Presidente,2229,ELEITO
2018,2,TO,96130,Presidente,1556,ELEITO
2018,2,TO,73105,Presidente,199,ELEITO
2018,2,SE,32131,Presidente,4715,ELEITO
2018,2,MT,98990,Presidente,5429,ELEITO
2018,2,MT,90476,Presidente,22961,ELEITO
2018,2,MT,90387,Presidente,4318,ELEITO
2018,2,TO,92134,Presidente,2516,ELEITO
2018,2,ES,56995,Presidente,43895,ELEITO
2018,2,MG,43575,Presidente,4653,ELEITO
2018,2,SP,61581,Presidente,2432,ELEITO
2018,2,SP,71013,Presidente,4486,ELEITO
2018,2,MG,53015,Presidente,2161,ELEITO
2018,2,SP,67539,Presidente,4335,ELEITO
2018,2,MG,47392,Presidente,1893,ELEITO
2018,2,MG,44270,Presidente,2394,ELEITO
2018,2,MG,41009,Presidente,570,ELEITO
2018,2,RS,87912,Presidente,31847,ELEITO
2018,2,RS,88633,Presidente,16398,ELEITO
2018,2,MG,45535,Presidente,25229,ELEITO
2018,2,MG,45535,Presidente,34089,ELEITO
2018,2,MG,40924,Presidente,451,ELEITO
2018,2,MG,41106,Presidente,674,ELEITO
2018,2,MG,42471,Presidente,2176,ELEITO
2018,2,RS,88226,Presidente,1365,ELEITO
2018,2,RS,86754,Presidente,2477,ELEITO
2018,2,BA,37095,Presidente,1203,ELEITO
2018,2,BA,33804,Presidente,1225,ELEITO
2018,2,BA,39314,Presidente,1739,ELEITO
2018,2,BA,37273,Presidente,1267,ELEITO
2018,2,BA,37451,Presidente,1104,ELEITO
2018,2,RJ,58971,Presidente,41164,ELEITO
2018,2,AP,6025,Presidente,3681,ELEITO
2018,2,PA,4111,Presidente,33549,ELEITO
2018,2,RN,17752,Presidente,1071,ELEITO
2018,2,GO,96172,Presidente,1759,ELEITO
2018,2,PR,74420,Presidente,1359,ELEITO
2018,2,PR,76350,Presidente,9550,ELEITO
2018,2,RJ,58912,Presidente,3272,ELEITO
2018,2,PR,79170,Presidente,7304,ELEITO
2018,2,PR,74209,Presidente,1841,ELEITO
2018,2,RJ,59153,Presidente,30342,ELEITO
2018,2,PA,4073,Presidente,12988,ELEITO
2018,2,GO,92010,Presidente,5204,ELEITO
2018,2,SC,81582,Presidente,1117,ELEITO
2018,2,RN,16977,Presidente,990,ELEITO
2018,2,PB,19631,Presidente,1083,ELEITO
2018,2,PB,20737,Presidente,2785,ELEITO
2018,2,PI,10804,Presidente,59,ELEITO
2018,2,PE,24376,Presidente,876,ELEITO
2018,2,GO,92347,Presidente,984,ELEITO
2018,2,GO,93246,Presidente,659,ELEITO
2018,2,CE,14850,Presidente,1372,ELEITO
2018,2,CE,15016,Presidente,1798,ELEITO
2018,2,MA,8850,Presidente,542,ELEITO
2018,2,PI,11479,Presidente,568,ELEITO
2018,2,TO,92509,Presidente,401,ELEITO
2018,2,RO,515,Presidente,3152,ELEITO
2018,2,ES,57932,Presidente,16375,ELEITO
2018,2,MG,44776,Presidente,4017,ELEITO
2018,2,MG,46019,Presidente,11868,ELEITO
2018,2,SP,68659,Presidente,16536,ELEITO
2018,2,SP,71072,Presidente,61325,ELEITO
2018,2,MG,40037,Presidente,7581,ELEITO
2018,2,RS,88013,Presidente,35061,ELEITO
2018,2,RS,85332,Presidente,2645,ELEITO
2018,2,SP,69396,Presidente,2652,ELEITO
2018,2,MG,44679,Presidente,582,ELEITO
2018,2,SP,71579,Presidente,38719,ELEITO
2018,2,SP,68039,Presidente,3332,ELEITO
2018,2,MG,46990,Presidente,1260,ELEITO
2018,2,SP,68993,Presidente,2275,ELEITO
2018,2,MG,43974,Presidente,1902,ELEITO
2018,2,RS,88480,Presidente,1023,ELEITO
2018,2,MG,50199,Presidente,3128,ELEITO
2018,2,RS,88587,Presidente,896,ELEITO
2018,2,BA,33774,Presidente,6165,ELEITO
2018,2,BA,39012,Presidente,11791,ELEITO
2018,2,SP,69710,Presidente,1741,ELEITO
2018,2,BA,38776,Presidente,4193,ELEITO
2018,2,PR,78697,Presidente,2596,ELEITO
2018,2,PR,79855,Presidente,6528,ELEITO
2018,2,PR,74063,Presidente,2331,ELEITO
2018,2,BA,36358,Presidente,1122,ELEITO
2018,2,PR,74934,Presidente,55923,ELEITO
2018,2,PR,79910,Presidente,2162,ELEITO
2018,2,SC,81302,Presidente,1063,ELEITO
2018,2,PR,75264,Presidente,1293,ELEITO
2018,2,PR,74888,Presidente,1931,ELEITO
2018,2,SC,82856,Presidente,3207,ELEITO
2018,2,PA,4278,Presidente,35190,ELEITO
2018,2,PB,19453,Presidente,189,ELEITO
2018,2,PB,22276,Presidente,1888,ELEITO
2018,2,PB,20613,Presidente,679,ELEITO
2018,2,PB,20990,Presidente,1036,ELEITO
2018,2,PI,12718,Presidente,488,ELEITO
2018,2,PB,19518,Presidente,3292,ELEITO
2018,2,PB,19569,Presidente,190,ELEITO
2018,2,PI,12084,Presidente,379,ELEITO
2018,2,PE,26212,Presidente,616,ELEITO
2018,2,PE,23191,Presidente,1612,ELEITO
2018,2,MA,8915,Presidente,4140,ELEITO
2018,2,TO,96792,Presidente,959,ELEITO
2018,2,MT,98655,Presidente,2528,ELEITO
2018,2,PB,19356,Presidente,843,ELEITO
2018,2,PB,21679,Presidente,408,ELEITO
2018,2,SE,32298,Presidente,628,ELEITO
2018,2,MT,90050,Presidente,5001,ELEITO
2018,2,MT,91936,Presidente,7452,ELEITO
2018,2,TO,73130,Presidente,613,ELEITO
2018,2,TO,92045,Presidente,1539,ELEITO
2018,2,AL,27855,Presidente,50922,ELEITO
2018,2,RO,477,Presidente,7104,ELEITO
2018,2,MG,53570,Presidente,1244,ELEITO
2018,2,MG,41238,Presidente,44730,ELEITO
2018,2,RS,88765,Presidente,1495,ELEITO
2018,2,MG,54275,Presidente,15900,ELEITO
2018,2,MG,41823,Presidente,721,ELEITO
2018,2,MG,40240,Presidente,1259,ELEITO
2018,2,SP,61301,Presidente,1133,ELEITO
2018,2,SP,61611,Presidente,2679,ELEITO
2018,2,SP,70890,Presidente,16374,ELEITO
2018,2,SP,71455,Presidente,41102,ELEITO
2018,2,RS,89273,Presidente,22327,ELEITO
2018,2,SP,68772,Presidente,11080,ELEITO
2018,2,SP,70750,Presidente,49034,ELEITO
2018,2,SP,68390,Presidente,900,ELEITO
2018,2,MG,46590,Presidente,5594,ELEITO
2018,2,BA,34690,Presidente,4475,ELEITO
2018,2,BA,30694,Presidente,1102,ELEITO
2018,2,PR,77950,Presidente,9011,ELEITO
2018,2,DF,97012,Presidente,37749,ELEITO
2018,2,BA,38954,Presidente,1046,ELEITO
2018,2,BA,39594,Presidente,4591,ELEITO
2018,2,RN,18210,Presidente,732,ELEITO
2018,2,RN,17833,Presidente,1107,ELEITO
2018,2,SC,80101,Presidente,2080,ELEITO
2018,2,SC,81388,Presidente,953,ELEITO
2018,2,SC,80861,Presidente,749,ELEITO
2018,2,BA,38431,Presidente,649,ELEITO
2018,2,PR,74764,Presidente,1382,ELEITO
2018,2,SC,83291,Presidente,6222,ELEITO
2018,2,PR,77437,Presidente,2917,ELEITO
2018,2,RJ,58041,Presidente,34924,ELEITO
2018,2,GO,96091,Presidente,7116,ELEITO
2018,2,GO,95354,Presidente,946,ELEITO
2018,2,PI,12017,Presidente,280,ELEITO
2018,2,PI,10065,Presidente,825,ELEITO
2018,2,GO,96458,Presidente,6063,ELEITO
2018,2,GO,96695,Presidente,1980,ELEITO
2018,2,MA,8036,Presidente,35261,ELEITO
2018,2,PE,24074,Presidente,4231,ELEITO
2018,2,CE,13617,Presidente,2865,ELEITO
2018,2,MA,9210,Presidente,42702,ELEITO
2018,2,MA,7102,Presidente,580,ELEITO
2018,2,MA,9210,Presidente,50650,ELEITO
2018,2,MA,8141,Presidente,1002,ELEITO
2018,2,MA,9350,Presidente,1936,ELEITO
2018,2,MA,8168,Presidente,3693,ELEITO
2018,2,CE,13897,Presidente,40113,ELEITO
2018,2,CE,15440,Presidente,1389,ELEITO
2018,2,AM,2291,Presidente,3137,ELEITO
2018,2,ES,56154,Presidente,10313,ELEITO
2018,2,RO,35,Presidente,44584,ELEITO
2018,2,AL,28118,Presidente,2233,ELEITO
2018,2,AL,28070,Presidente,574,ELEITO
2018,2,MG,42242,Presidente,1564,ELEITO
2018,2,SP,70718,Presidente,48086,ELEITO
2018,2,SP,62979,Presidente,1714,ELEITO
2018,2,MG,45152,Presidente,1077,ELEITO
2018,2,SP,62006,Presidente,4586,ELEITO
2018,2,RS,85367,Presidente,4784,ELEITO
2018,2,SP,63991,Presidente,6815,ELEITO
2018,2,MG,49298,Presidente,2848,ELEITO
2018,2,RS,86800,Presidente,1399,ELEITO
2018,2,SP,61662,Presidente,4662,ELEITO
2018,2,SP,63495,Presidente,10191,ELEITO
2018,2,RS,98213,Presidente,12878,ELEITO
2018,2,SP,62081,Presidente,899,ELEITO
2018,2,SP,66451,Presidente,33879,ELEITO
2018,2,MG,41718,Presidente,4982,ELEITO
2018,2,SP,62316,Presidente,11348,ELEITO
2018,2,RS,87190,Presidente,1558,ELEITO
2018,2,MG,47317,Presidente,1612,ELEITO
2018,2,RS,87050,Presidente,29987,ELEITO
2018,2,RS,87513,Presidente,3631,ELEITO
2018,2,BA,35890,Presidente,968,ELEITO
2018,2,BA,34118,Presidente,4265,ELEITO
2018,2,RR,3000,Presidente,3120,ELEITO
2018,2,AP,6157,Presidente,31383,ELEITO
2018,2,SC,82554,Presidente,1429,ELEITO
2018,2,PA,4740,Presidente,1482,ELEITO
2018,2,RN,17795,Presidente,55904,ELEITO
2018,2,PR,77917,Presidente,21933,ELEITO
2018,2,GO,94315,Presidente,16996,ELEITO
2018,2,SC,81736,Presidente,8771,ELEITO
2018,2,PR,76430,Presidente,3741,ELEITO
2018,2,RJ,58955,Presidente,14256,ELEITO
2018,2,PR,77119,Presidente,1599,ELEITO
2018,2,GO,92819,Presidente,2806,ELEITO
2018,2,GO,93220,Presidente,2735,ELEITO
2018,2,RN,18112,Presidente,389,ELEITO
2018,2,PI,10626,Presidente,155,ELEITO
2018,2,GO,94013,Presidente,968,ELEITO
2018,2,CE,14494,Presidente,2503,ELEITO
2018,2,CE,14656,Presidente,1928,ELEITO
2018,2,CE,13170,Presidente,1501,ELEITO
2018,2,TO,73075,Presidente,744,ELEITO
2018,2,SE,31330,Presidente,1488,ELEITO
2018,2,PB,19372,Presidente,26588,ELEITO
2018,2,PB,21954,Presidente,731,ELEITO
2018,2,MT,91103,Presidente,2364,ELEITO
2018,2,AL,27057,Presidente,28533,ELEITO
2018,2,AL,27839,Presidente,2362,ELEITO
2018,2,AL,27456,Presidente,13819,ELEITO
2018,2,MG,52876,Presidente,2411,ELEITO
2018,2,SP,62090,Presidente,40754,ELEITO
2018,2,SP,62839,Presidente,1197,ELEITO
2018,2,SP,71218,Presidente,68134,ELEITO
2018,2,MG,40568,Presidente,2005,ELEITO
2018,2,SP,62286,Presidente,777,ELEITO
2018,2,MG,52779,Presidente,1625,ELEITO
2018,2,RS,85820,Presidente,896,ELEITO
2018,2,MG,40576,Presidente,2788,ELEITO
2018,2,MG,40320,Presidente,8705,ELEITO
2018,2,SP,62278,Presidente,3764,ELEITO
2018,2,SP,66230,Presidente,6815,ELEITO
2018,2,SP,71072,Presidente,53112,ELEITO
2018,2,SP,62910,Presidente,68382,ELEITO
2018,2,RS,85740,Presidente,1883,ELEITO
2018,2,BA,39896,Presidente,1031,ELEITO
2018,2,PR,84638,Presidente,3072,ELEITO
2018,2,RJ,58106,Presidente,17709,ELEITO
2018,2,SC,81205,Presidente,560,ELEITO
2018,2,PA,4413,Presidente,15959,ELEITO
2018,2,RN,16390,Presidente,11374,ELEITO
2018,2,GO,92118,Presidente,1454,ELEITO
2018,2,GO,92711,Presidente,1383,ELEITO
2018,2,BA,35653,Presidente,4085,ELEITO
2018,2,SC,83496,Presidente,12546,ELEITO
2018,2,BA,33677,Presidente,2713,ELEITO
2018,2,SC,81167,Presidente,1338,ELEITO
2018,2,SC,80268,Presidente,1041,ELEITO
2018,2,PR,75000,Presidente,4070,ELEITO
2018,2,PR,75590,Presidente,996,ELEITO
2018,2,GO,92126,Presidente,539,ELEITO
2018,2,GO,92959,Presidente,1893,ELEITO
2018,2,RN,18090,Presidente,506,ELEITO
2018,2,PI,10243,Presidente,209,ELEITO
2018,2,CE,15920,Presidente,1484,ELEITO
2018,2,PI,11495,Presidente,1145,ELEITO
2018,2,PE,23302,Presidente,1469,ELEITO
2018,2,MS,90115,Presidente,9916,ELEITO
2018,2,MS,90735,Presidente,35080,ELEITO
2018,2,MA,7609,Presidente,3627,ELEITO
2018,2,SE,31232,Presidente,2788,ELEITO
2018,2,PE,23116,Presidente,1057,ELEITO
2018,2,RO,191,Presidente,7768,ELEITO
2018,2,AL,28819,Presidente,1986,ELEITO
2018,2,MG,43095,Presidente,6550,ELEITO
2018,2,SP,72230,Presidente,4771,ELEITO
2018,2,SP,69698,Presidente,49913,ELEITO
2018,2,SP,66095,Presidente,1114,ELEITO
2018,2,RS,87815,Presidente,17514,ELEITO
2018,2,MG,51799,Presidente,1458,ELEITO
2018,2,SP,61948,Presidente,1128,ELEITO
2018,2,MG,53430,Presidente,26056,ELEITO
2018,2,MG,47651,Presidente,1412,ELEITO
2018,2,MG,41386,Presidente,871,ELEITO
2018,2,MG,44571,Presidente,1900,ELEITO
2018,2,SP,64777,Presidente,53694,ELEITO
2018,2,SP,71056,Presidente,11888,ELEITO
2018,2,AP,6033,Presidente,1671,ELEITO
2018,2,DF,97012,Presidente,57955,ELEITO
2018,2,PA,4782,Presidente,2621,ELEITO
2018,2,RN,16195,Presidente,4994,ELEITO
2018,2,PR,77674,Presidente,9417,ELEITO
2018,2,PR,75400,Presidente,1105,ELEITO
2018,2,GO,96938,Presidente,1868,ELEITO
2018,2,PA,4430,Presidente,15253,ELEITO
2018,2,GO,94390,Presidente,6082,ELEITO
2018,2,SC,82171,Presidente,3140,ELEITO
2018,2,PI,10227,Presidente,453,ELEITO
2018,2,PB,19909,Presidente,182,ELEITO
2018,2,PB,19585,Presidente,177,ELEITO
2018,2,PI,10200,Presidente,585,ELEITO
2018,2,PI,12076,Presidente,1340,ELEITO
2018,2,PE,23817,Presidente,38324,ELEITO
2018,2,PE,25038,Presidente,4924,ELEITO
2018,2,CE,13897,Presidente,32561,ELEITO
2018,2,CE,13811,Presidente,2559,ELEITO
2018,2,MA,7277,Presidente,19170,ELEITO
2018,2,MA,8362,Presidente,439,ELEITO
2018,2,MA,8222,Presidente,694,ELEITO
2018,2,CE,14770,Presidente,1028,ELEITO
2018,2,TO,73415,Presidente,544,ELEITO
2018,2,TO,73601,Presidente,393,ELEITO
2018,2,TO,73547,Presidente,561,ELEITO
2018,2,AL,27790,Presidente,3609,ELEITO
2018,2,RS,88242,Presidente,735,ELEITO
2018,2,MG,40649,Presidente,2438,ELEITO
2018,2,MG,47333,Presidente,38538,ELEITO
2018,2,SP,68756,Presidente,59435,ELEITO
2018,2,SP,67270,Presidente,19985,ELEITO
2018,2,SP,67237,Presidente,18364,ELEITO
2018,2,SP,64297,Presidente,38078,ELEITO
2018,2,MG,52710,Presidente,861,ELEITO
2018,2,RS,85529,Presidente,2242,ELEITO
2018,2,SP,71072,Presidente,56429,ELEITO
2018,2,RS,88749,Presidente,1261,ELEITO
2018,2,SP,71072,Presidente,48876,ELEITO
2018,2,RS,85391,Presidente,2991,ELEITO
2018,2,MG,48690,Presidente,2728,ELEITO
2018,2,MG,46418,Presidente,2444,ELEITO
2018,2,SP,62910,Presidente,78848,ELEITO
2018,2,BA,34509,Presidente,673,ELEITO
2018,2,BA,33170,Presidente,628,ELEITO
2018,2,BA,30996,Presidente,3697,ELEITO
2018,2,AM,2550,Presidente,38493,ELEITO
2018,2,SC,80748,Presidente,1049,ELEITO
2018,2,BA,30813,Presidente,1478,ELEITO
2018,2,PR,74195,Presidente,7969,ELEITO
2018,2,RJ,58165,Presidente,2609,ELEITO
2018,2,RJ,60011,Presidente,45678,ELEITO
2018,2,SC,81086,Presidente,2018,ELEITO
2018,2,PR,76252,Presidente,1116,ELEITO
2018,2,GO,95893,Presidente,2230,ELEITO
2018,2,GO,95613,Presidente,8222,ELEITO
2018,2,GO,92495,Presidente,2038,ELEITO
2018,2,GO,96750,Presidente,2154,ELEITO
2018,2,PI,11177,Presidente,508,ELEITO
2018,2,PB,21431,Presidente,6867,ELEITO
2018,2,PI,11215,Presidente,1081,ELEITO
2018,2,PE,24279,Presidente,15461,ELEITO
2018,2,GO,92517,Presidente,1060,ELEITO
2018,2,PE,23914,Presidente,3940,ELEITO
2018,2,CE,13897,Presidente,39813,ELEITO
2018,2,MA,7323,Presidente,734,ELEITO
2018,2,PE,24015,Presidente,2079,ELEITO
2018,2,CE,14516,Presidente,2237,ELEITO
2018,2,PI,10219,Presidente,1169,ELEITO
2018,2,MA,7811,Presidente,1263,ELEITO
2018,2,MA,7480,Presidente,1739,ELEITO
2018,2,CE,15890,Presidente,9882,NÃO ELEITO
2018,2,PE,24112,Presidente,10591,NÃO ELEITO
2018,2,MT,90697,Presidente,3687,NÃO ELEITO
2018,2,MT,91294,Presidente,10374,NÃO ELEITO
2018,2,MT,90107,Presidente,573,NÃO ELEITO
2018,2,PB,20257,Presidente,1435,NÃO ELEITO
2018,2,PB,19275,Presidente,2678,NÃO ELEITO
2018,2,MT,91812,Presidente,3602,NÃO ELEITO
2018,2,MG,50873,Presidente,1776,NÃO ELEITO
2018,2,SP,68594,Presidente,3437,NÃO ELEITO
2018,2,SP,65757,Presidente,1431,NÃO ELEITO
2018,2,MG,50130,Presidente,1338,NÃO ELEITO
2018,2,MG,41025,Presidente,2747,NÃO ELEITO
2018,2,MG,53236,Presidente,3087,NÃO ELEITO
2018,2,MG,52850,Presidente,927,NÃO ELEITO
2018,2,RS,86274,Presidente,3853,NÃO ELEITO
2018,2,SP,61328,Presidente,1594,NÃO ELEITO
2018,2,MG,44873,Presidente,1141,NÃO ELEITO
2018,2,SP,62197,Presidente,17072,NÃO ELEITO
2018,2,SP,71072,Presidente,44036,NÃO ELEITO
2018,2,RS,86983,Presidente,402,NÃO ELEITO
2018,2,MG,41335,Presidente,41716,NÃO ELEITO
2018,2,MG,54038,Presidente,32189,NÃO ELEITO
2018,2,BA,33910,Presidente,25911,NÃO ELEITO
2018,2,RJ,58696,Presidente,17991,NÃO ELEITO
2018,2,MG,48577,Presidente,7382,NÃO ELEITO
2018,2,AC,1554,Presidente,1621,NÃO ELEITO
2018,2,BA,35335,Presidente,32336,NÃO ELEITO
2018,2,BA,38075,Presidente,9211,NÃO ELEITO
2018,2,BA,30910,Presidente,7417,NÃO ELEITO
2018,2,BA,37699,Presidente,10786,NÃO ELEITO
2018,2,PR,75019,Presidente,5283,NÃO ELEITO
2018,2,PR,74195,Presidente,4168,NÃO ELEITO
2018,2,BA,35670,Presidente,3265,NÃO ELEITO
2018,2,SC,83836,Presidente,10315,NÃO ELEITO
2018,2,GO,96539,Presidente,3206,NÃO ELEITO
2018,2,GO,92053,Presidente,3979,NÃO ELEITO
2018,2,PB,19461,Presidente,3377,NÃO ELEITO
2018,2,GO,96717,Presidente,1157,NÃO ELEITO
2018,2,GO,92061,Presidente,1865,NÃO ELEITO
2018,2,PI,10669,Presidente,3642,NÃO ELEITO
2018,2,PE,23159,Presidente,9491,NÃO ELEITO
2018,2,CE,13013,Presidente,4665,NÃO ELEITO
2018,2,CE,13048,Presidente,4564,NÃO ELEITO
2018,2,MA,9296,Presidente,7484,NÃO ELEITO
2018,2,MA,7560,Presidente,6215,NÃO ELEITO
2018,2,MS,98035,Presidente,4710,NÃO ELEITO
2018,2,TO,95370,Presidente,1290,NÃO ELEITO
2018,2,SE,31712,Presidente,10434,NÃO ELEITO
2018,2,MT,90271,Presidente,2325,NÃO ELEITO
2018,2,SE,31534,Presidente,3539,NÃO ELEITO
2018,2,SE,32433,Presidente,3508,NÃO ELEITO
2018,2,MT,90786,Presidente,1475,NÃO ELEITO
2018,2,RO,680,Presidente,1775,NÃO ELEITO
2018,2,AL,27014,Presidente,9520,NÃO ELEITO
2018,2,AL,27170,Presidente,2928,NÃO ELEITO
2018,2,MG,54313,Presidente,937,NÃO ELEITO
2018,2,RS,88064,Presidente,3046,NÃO ELEITO
2018,2,SP,69310,Presidente,4254,NÃO ELEITO
2018,2,MG,41238,Presidente,33475,NÃO ELEITO
2018,2,SP,67776,Presidente,382,NÃO ELEITO
