ANO_ELEICAO,NR_TURNO,SG_UF,CD_MUNICIPIO,DS_CARGO,QT_VOTOS_NOMINAIS,DS_SIT_TOT_TURNO
2018,2,SP,68055,Presidente,3406,ELEITO
2018,2,MG,44156,Presidente,4583,ELEITO
2018,2,MG,42102,Presidente,814,ELEITO
2018,2,RS,89087,Presidente,1264,ELEITO
2018,2,RS,87173,Presidente,9333,ELEITO
2018,2,SP,65315,Presidente,2891,ELEITO
2018,2,RS,89567,Presidente,478,ELEITO
2018,2,RS,85510,Presidente,871,ELEITO
2018,2,MG,40606,Presidente,1052,ELEITO
2018,2,RS,89532,Presidente,25243,ELEITO
2018,2,MG,52493,Presidente,29334,ELEITO
2018,2,MG,54038,Presidente,36499,ELEITO
2018,2,SC,81523,Presidente,890,ELEITO
2018,2,BA,35475,Presidente,1122,ELEITO
2018,2,BA,38490,Presidente,24622,ELEITO
2018,2,AM,2135,Presidente,2026,ELEITO
2018,2,BA,34479,Presidente,511,ELEITO
2018,2,BA,36218,Presidente,3911,ELEITO
2018,2,PA,4499,Presidente,1968,ELEITO
2018,2,PA,4359,Presidente,12011,ELEITO
2018,2,PA,5134,Presidente,2982,ELEITO
2018,2,PA,4685,Presidente,1553,ELEITO
2018,2,PR,75450,Presidente,1715,ELEITO
2018,2,PR,75353,Presidente,77326,ELEITO
2018,2,PR,84530,Presidente,3651,ELEITO
2018,2,PR,75850,Presidente,2380,ELEITO
2018,2,PA,4219,Presidente,1430,ELEITO
2018,2,GO,93262,Presidente,917,ELEITO
2018,2,PA,4766,Presidente,1720,ELEITO
2018,2,PA,4383,Presidente,9454,ELEITO
2018,2,GO,92053,Presidente,9723,ELEITO
2018,2,GO,95079,Presidente,2937,ELEITO
2018,2,RN,16071,Presidente,190,ELEITO
2018,2,PB,22438,Presidente,346,ELEITO
2018,2,PI,12670,Presidente,758,ELEITO
2018,2,PE,24570,Presidente,41065,ELEITO
2018,2,PE,25453,Presidente,953,ELEITO
2018,2,PB,22039,Presidente,2181,ELEITO
2018,2,PB,19780,Presidente,1377,ELEITO
2018,2,PI,10030,Presidente,2799,ELEITO
2018,2,MA,9490,Presidente,5289,ELEITO
2018,2,PE,24236,Presidente,14970,ELEITO
2018,2,PE,23817,Presidente,34060,ELEITO
2018,2,MS,98116,Presidente,1697,ELEITO
2018,2,TO,92452,Presidente,1385,ELEITO
2018,2,TO,94994,Presidente,992,ELEITO
2018,2,SE,32190,Presidente,3192,ELEITO
2018,2,AM,2070,Presidente,4509,ELEITO
2018,2,RR,3018,Presidente,53162,ELEITO
2018,2,SP,62774,Presidente,6467,ELEITO
2018,2,SP,70432,Presidente,1029,ELEITO
2018,2,SP,65757,Presidente,1845,ELEITO
2018,2,SP,64939,Presidente,22062,ELEITO
2018,2,MG,41238,Presidente,51400,ELEITO
2018,2,MG,41440,Presidente,868,ELEITO
2018,2,MG,51217,Presidente,1347,ELEITO
2018,2,MG,45454,Presidente,1844,ELEITO
2018,2,MG,42536,Presidente,2457,ELEITO
2018,2,MG,43613,Presidente,623,ELEITO
2018,2,RS,89222,Presidente,1312,ELEITO
2018,2,RS,87149,Presidente,3382,ELEITO
2018,2,SP,66010,Presidente,32976,ELEITO
2018,2,SP,63517,Presidente,2369,ELEITO
2018,2,SP,69434,Presidente,4378,ELEITO
2018,2,MG,41963,Presidente,656,ELEITO
2018,2,MG,44717,Presidente,10394,ELEITO
2018,2,SP,67890,Presidente,39276,ELEITO
2018,2,MG,48119,Presidente,543,ELEITO
2018,2,MG,42552,Presidente,3139,ELEITO
2018,2,RS,88706,Presidente,738,ELEITO
2018,2,RS,87602,Presidente,3159,ELEITO
2018,2,RS,85499,Presidente,1626,ELEITO
2018,2,RS,86380,Presidente,684,ELEITO
2018,2,BA,36439,Presidente,3620,ELEITO
2018,2,BA,36935,Presidente,1319,ELEITO
2018,2,SC,82252,Presidente,7232,ELEITO
2018,2,RJ,60011,Presidente,46402,ELEITO
2018,2,MG,52590,Presidente,1016,ELEITO
2018,2,AC,1031,Presidente,847,ELEITO
2018,2,RN,18155,Presidente,1263,ELEITO
2018,2,PA,4529,Presidente,1724,ELEITO
2018,2,PR,78298,Presidente,3779,ELEITO
2018,2,PR,78557,Presidente,1841,ELEITO
2018,2,BA,35912,Presidente,2698,ELEITO
2018,2,BA,37818,Presidente,8098,ELEITO
2018,2,PR,79235,Presidente,5755,ELEITO
2018,2,SC,82058,Presidente,10625,ELEITO
2018,2,PR,75094,Presidente,4771,ELEITO
2018,2,PR,74438,Presidente,6070,ELEITO
2018,2,RJ,58939,Presidente,15663,ELEITO
2018,2,RJ,58696,Presidente,55768,ELEITO
2018,2,RJ,58246,Presidente,6759,ELEITO
2018,2,PR,78891,Presidente,10243,ELEITO
2018,2,GO,93734,Presidente,62908,ELEITO
2018,2,PA,4979,Presidente,3433,ELEITO
2018,2,GO,95435,Presidente,8368,ELEITO
2018,2,PB,20001,Presidente,981,ELEITO
2018,2,PE,25119,Presidente,11089,ELEITO
2018,2,CE,15873,Presidente,3789,ELEITO
2018,2,CE,14052,Presidente,2278,ELEITO
2018,2,PI,12149,Presidente,413,ELEITO
2018,2,PI,12009,Presidente,441,ELEITO
2018,2,CE,13897,Presidente,29132,ELEITO
2018,2,CE,14133,Presidente,2639,ELEITO
2018,2,MA,7773,Presidente,1781,ELEITO
2018,2,MA,7005,Presidente,1027,ELEITO
2018,2,CE,14699,Presidente,3141,ELEITO
2018,2,SE,32239,Presidente,2222,ELEITO
2018,2,MT,98930,Presidente,30599,ELEITO
2018,2,AM,2658,Presidente,2016,ELEITO
2018,2,MT,91057,Presidente,745,ELEITO
2018,2,AM,2178,Presidente,2238,ELEITO
2018,2,MG,50571,Presidente,2895,ELEITO
2018,2,MG,50857,Presidente,5887,ELEITO
2018,2,MG,49476,Presidente,8101,ELEITO
2018,2,SP,63770,Presidente,56091,ELEITO
2018,2,MG,54259,Presidente,34281,ELEITO
2018,2,MG,40983,Presidente,2070,ELEITO
2018,2,MG,53473,Presidente,2334,ELEITO
2018,2,MG,41238,Presidente,48917,ELEITO
2018,2,MG,53279,Presidente,599,ELEITO
2018,2,MG,53295,Presidente,540,ELEITO
2018,2,RS,85243,Presidente,1209,ELEITO
2018,2,RS,89591,Presidente,12103,ELEITO
2018,2,RS,87874,Presidente,1811,ELEITO
2018,2,BA,35416,Presidente,4587,ELEITO
2018,2,BA,35238,Presidente,5526,ELEITO
2018,2,BA,38490,Presidente,22328,ELEITO
2018,2,BA,35955,Presidente,7473,ELEITO
2018,2,BA,33782,Presidente,534,ELEITO
2018,2,RJ,59013,Presidente,47692,ELEITO
2018,2,PR,77097,Presidente,6441,ELEITO
2018,2,SC,80195,Presidente,2584,ELEITO
2018,2,PR,74241,Presidente,1142,ELEITO
2018,2,PA,4634,Presidente,5649,ELEITO
2018,2,GO,94854,Presidente,3228,ELEITO
2018,2,PB,22292,Presidente,1062,ELEITO
2018,2,MT,89915,Presidente,3683,ELEITO
2018,2,MT,91812,Presidente,4979,ELEITO
2018,2,AL,27081,Presidente,745,ELEITO
2018,2,MG,42650,Presidente,8118,ELEITO
2018,2,MG,43354,Presidente,1331,ELEITO
2018,2,MG,50636,Presidente,772,ELEITO
2018,2,MG,48275,Presidente,3315,ELEITO
2018,2,MG,42048,Presidente,1131,ELEITO
2018,2,SP,70831,Presidente,36546,ELEITO
2018,2,SP,65536,Presidente,30289,ELEITO
2018,2,MG,43451,Presidente,6766,ELEITO
2018,2,SP,71072,Presidente,67132,ELEITO
2018,2,MG,51012,Presidente,536,ELEITO
2018,2,MG,43818,Presidente,5534,ELEITO
2018,2,MG,47619,Presidente,1179,ELEITO
2018,2,RS,85731,Presidente,2341,ELEITO
2018,2,MG,42498,Presidente,3641,ELEITO
2018,2,MG,45713,Presidente,2016,ELEITO
2018,2,RS,85162,Presidente,3790,ELEITO
2018,2,MG,47473,Presidente,3872,ELEITO
2018,2,MG,50954,Presidente,3130,ELEITO
2018,2,BA,38296,Presidente,2105,ELEITO
2018,2,PR,79936,Presidente,3559,ELEITO
2018,2,SC,81833,Presidente,28403,ELEITO
2018,2,SC,82651,Presidente,8176,ELEITO
2018,2,BA,33260,Presidente,717,ELEITO
2018,2,BA,35998,Presidente,2371,ELEITO
2018,2,BA,36730,Presidente,1016,ELEITO
2018,2,PR,74535,Presidente,6183,ELEITO
2018,2,SC,83836,Presidente,15782,ELEITO
2018,2,PR,79472,Presidente,2660,ELEITO
2018,2,GO,92690,Presidente,6665,ELEITO
2018,2,PA,4030,Presidente,7548,ELEITO
2018,2,GO,93572,Presidente,4372,ELEITO
2018,2,PB,19321,Presidente,467,ELEITO
2018,2,PB,21539,Presidente,478,ELEITO
2018,2,PI,11959,Presidente,823,ELEITO
2018,2,PB,21571,Presidente,860,ELEITO
2018,2,PB,21172,Presidente,18444,ELEITO
2018,2,PI,10340,Presidente,273,ELEITO
2018,2,PE,23353,Presidente,508,ELEITO
2018,2,MS,91715,Presidente,2547,ELEITO
2018,2,TO,73164,Presidente,275,ELEITO
2018,2,TO,73172,Presidente,407,ELEITO
2018,2,MA,9253,Presidente,2985,ELEITO
2018,2,PE,24759,Presidente,6678,ELEITO
2018,2,SE,32212,Presidente,1283,ELEITO
2018,2,MT,89990,Presidente,16121,ELEITO
2018,2,ES,56677,Presidente,7119,ELEITO
2018,2,ES,56197,Presidente,3690,ELEITO
2018,2,MG,44210,Presidente,3167,ELEITO
2018,2,MG,49697,Presidente,1239,ELEITO
2018,2,SP,67130,Presidente,50282,ELEITO
2018,2,MG,40584,Presidente,1748,ELEITO
2018,2,MG,41360,Presidente,1024,ELEITO
2018,2,MG,51438,Presidente,7270,ELEITO
2018,2,MG,49158,Presidente,1467,ELEITO
2018,2,MG,48054,Presidente,1526,ELEITO
2018,2,RS,84913,Presidente,1041,ELEITO
2018,2,RS,88412,Presidente,47831,ELEITO
2018,2,SP,62219,Presidente,30396,ELEITO
2018,2,SP,66435,Presidente,31675,ELEITO
2018,2,SP,67474,Presidente,2786,ELEITO
2018,2,MG,42200,Presidente,751,ELEITO
2018,2,SP,67636,Presidente,744,ELEITO
2018,2,MG,40614,Presidente,675,ELEITO
2018,2,RS,85472,Presidente,5191,ELEITO
2018,2,BA,35459,Presidente,1773,ELEITO
2018,2,BA,36617,Presidente,12608,ELEITO
2018,2,SC,83372,Presidente,2355,ELEITO
2018,2,BA,38415,Presidente,4807,ELEITO
2018,2,SC,82597,Presidente,16620,ELEITO
2018,2,AM,2534,Presidente,17778,ELEITO
2018,2,BA,33294,Presidente,883,ELEITO
2018,2,PA,4626,Presidente,3809,ELEITO
2018,2,PA,4898,Presidente,1970,ELEITO
2018,2,RJ,60011,Presidente,49998,ELEITO
2018,2,SC,80420,Presidente,2166,ELEITO
2018,2,PR,77151,Presidente,570,ELEITO
2018,2,SC,81620,Presidente,874,ELEITO
2018,2,PA,5290,Presidente,14312,ELEITO
2018,2,GO,93971,Presidente,8356,ELEITO
2018,2,PA,4715,Presidente,24784,ELEITO
2018,2,PA,4200,Presidente,1419,ELEITO
2018,2,GO,93149,Presidente,968,ELEITO
2018,2,PI,11932,Presidente,1182,ELEITO
2018,2,PB,21830,Presidente,443,ELEITO
2018,2,PI,10880,Presidente,213,ELEITO
2018,2,PB,19119,Presidente,4863,ELEITO
2018,2,GO,93424,Presidente,1070,ELEITO
2018,2,CE,15156,Presidente,4817,ELEITO
2018,2,CE,14834,Presidente,1050,ELEITO
2018,2,MA,9695,Presidente,2209,ELEITO
2018,2,MA,9318,Presidente,1024,ELEITO
2018,2,CE,15130,Presidente,828,ELEITO
2018,2,TO,96598,Presidente,1192,ELEITO
2018,2,TO,73237,Presidente,337,ELEITO
2018,2,AM,2674,Presidente,1383,ELEITO
2018,2,SE,32433,Presidente,1079,ELEITO
2018,2,MT,91219,Presidente,2719,ELEITO
2018,2,MT,90204,Presidente,1159,ELEITO
2018,2,AL,27359,Presidente,547,ELEITO
2018,2,AL,27154,Presidente,684,ELEITO
2018,2,MG,51616,Presidente,898,ELEITO
2018,2,RS,89630,Presidente,34552,ELEITO
2018,2,SP,66192,Presidente,44241,ELEITO
2018,2,MG,51535,Presidente,3742,ELEITO
2018,2,RS,89699,Presidente,1360,ELEITO
2018,2,SP,69051,Presidente,12077,ELEITO
2018,2,SP,61182,Presidente,1195,ELEITO
2018,2,SP,64831,Presidente,4307,ELEITO
2018,2,MG,46930,Presidente,1862,ELEITO
2018,2,MG,46132,Presidente,1501,ELEITO
2018,2,SP,64378,Presidente,1005,ELEITO
2018,2,MG,51691,Presidente,2142,ELEITO
2018,2,RS,88269,Presidente,2172,ELEITO
2018,2,RS,85766,Presidente,1123,ELEITO
2018,2,SP,65374,Presidente,6556,ELEITO
2018,2,RS,88013,Presidente,55420,ELEITO
2018,2,RS,89281,Presidente,860,ELEITO
2018,2,SP,68853,Presidente,9312,ELEITO
2018,2,MG,41688,Presidente,1485,ELEITO
2018,2,RS,86649,Presidente,1159,ELEITO
2018,2,RS,85910,Presidente,22876,ELEITO
2018,2,RS,87130,Presidente,11048,ELEITO
2018,2,SC,81230,Presidente,11000,ELEITO
2018,2,SP,61743,Presidente,5866,ELEITO
2018,2,PR,78271,Presidente,2902,ELEITO
2018,2,AM,2410,Presidente,15412,ELEITO
2018,2,BA,36951,Presidente,3179,ELEITO
2018,2,BA,30775,Presidente,1420,ELEITO
2018,2,RN,16020,Presidente,2433,ELEITO
2018,2,PA,4502,Presidente,1371,ELEITO
2018,2,RN,17736,Presidente,714,ELEITO
2018,2,RN,17493,Presidente,2109,ELEITO
2018,2,GO,95133,Presidente,957,ELEITO
2018,2,BA,33537,Presidente,3628,ELEITO
2018,2,RJ,58530,Presidente,47243,ELEITO
2018,2,PR,78379,Presidente,3112,ELEITO
2018,2,RJ,58335,Presidente,55015,ELEITO
2018,2,PA,4081,Presidente,10585,ELEITO
2018,2,GO,95834,Presidente,1636,ELEITO
2018,2,PB,22098,Presidente,1110,ELEITO
2018,2,PE,25135,Presidente,24653,ELEITO
2018,2,PB,20974,Presidente,1497,ELEITO
2018,2,PI,11517,Presidente,610,ELEITO
2018,2,MS,90514,Presidente,65715,ELEITO
2018,2,MS,90638,Presidente,10133,ELEITO
2018,2,MA,8435,Presidente,777,ELEITO
2018,2,SE,31496,Presidente,839,ELEITO
2018,2,MT,91510,Presidente,39578,ELEITO
2018,2,AM,98477,Presidente,7061,ELEITO
2018,2,AL,27693,Presidente,715,ELEITO
2018,2,MG,47554,Presidente,7841,ELEITO
2018,2,SP,67555,Presidente,1557,ELEITO
2018,2,RS,87246,Presidente,8171,ELEITO
2018,2,RS,88544,Presidente,1326,ELEITO
2018,2,SP,63894,Presidente,19141,ELEITO
2018,2,MG,48070,Presidente,1091,ELEITO
2018,2,MG,49379,Presidente,4289,ELEITO
2018,2,MG,46396,Presidente,593,ELEITO
2018,2,MG,45039,Presidente,1203,ELEITO
2018,2,SP,63436,Presidente,2160,ELEITO
2018,2,SP,62790,Presidente,1305,ELEITO
2018,2,MG,47295,Presidente,1636,ELEITO
2018,2,MG,50598,Presidente,1205,ELEITO
2018,2,MG,41726,Presidente,647,ELEITO
2018,2,SP,61506,Presidente,2264,ELEITO
2018,2,RS,87092,Presidente,2689,ELEITO
2018,2,RS,89117,Presidente,2548,ELEITO
2018,2,SC,81744,Presidente,4422,ELEITO
2018,2,SC,81760,Presidente,776,ELEITO
2018,2,BA,35939,Presidente,9137,ELEITO
2018,2,BA,39640,Presidente,1184,ELEITO
2018,2,PR,74772,Presidente,16458,ELEITO
2018,2,PR,74268,Presidente,1008,ELEITO
2018,2,RN,16519,Presidente,9970,ELEITO
2018,2,RN,16535,Presidente,1328,ELEITO
2018,2,PR,79596,Presidente,2393,ELEITO
2018,2,PR,74950,Presidente,27181,ELEITO
2018,2,BA,30910,Presidente,1959,ELEITO
2018,2,PR,75353,Presidente,84062,ELEITO
2018,2,PR,76511,Presidente,960,ELEITO
2018,2,PR,74217,Presidente,7761,ELEITO
2018,2,PR,79030,Presidente,2404,ELEITO
2018,2,SC,80837,Presidente,21231,ELEITO
2018,2,RN,18457,Presidente,830,ELEITO
2018,2,PB,19933,Presidente,5332,ELEITO
2018,2,PB,22411,Presidente,951,ELEITO
2018,2,PI,10898,Presidente,1094,ELEITO
2018,2,PI,10316,Presidente,957,ELEITO
2018,2,PI,10146,Presidente,507,ELEITO
2018,2,MA,7897,Presidente,1250,ELEITO
2018,2,CE,14010,Presidente,5182,ELEITO
2018,2,MA,7846,Presidente,1141,ELEITO
2018,2,PB,19089,Presidente,863,ELEITO
2018,2,PB,21458,Presidente,808,ELEITO
2018,2,PB,20214,Presidente,6337,ELEITO
2018,2,SE,31151,Presidente,3847,ELEITO
2018,2,AM,2020,Presidente,2836,ELEITO
2018,2,TO,73199,Presidente,846,ELEITO
2018,2,TO,73008,Presidente,542,ELEITO
2018,2,AL,28576,Presidente,1635,ELEITO
2018,2,RO,450,Presidente,2142,ELEITO
2018,2,RS,89575,Presidente,8796,ELEITO
2018,2,RS,84859,Presidente,1787,ELEITO
2018,2,MG,54194,Presidente,5921,ELEITO
2018,2,RS,84808,Presidente,772,ELEITO
2018,2,RS,85421,Presidente,721,ELEITO
2018,2,SP,63193,Presidente,1106,ELEITO
2018,2,SP,72257,Presidente,48664,ELEITO
2018,2,MG,46698,Presidente,6562,ELEITO
2018,2,MG,43753,Presidente,3221,ELEITO
2018,2,MG,44415,Presidente,1562,ELEITO
2018,2,SP,66818,Presidente,50050,ELEITO
2018,2,RS,87165,Presidente,741,ELEITO
2018,2,SP,62936,Presidente,28924,ELEITO
2018,2,SP,66613,Presidente,7084,ELEITO
2018,2,SP,66397,Presidente,68329,ELEITO
2018,2,SP,65951,Presidente,21336,ELEITO
2018,2,MG,51055,Presidente,1696,ELEITO
2018,2,SC,80187,Presidente,1970,ELEITO
2018,2,SC,82074,Presidente,8665,ELEITO
2018,2,BA,34339,Presidente,2888,ELEITO
2018,2,SC,82910,Presidente,30687,ELEITO
2018,2,AC,1490,Presidente,4929,ELEITO
2018,2,RN,16470,Presidente,2071,ELEITO
2018,2,PR,79014,Presidente,6812,ELEITO
2018,2,GO,93939,Presidente,1994,ELEITO
2018,2,BA,33154,Presidente,2487,ELEITO
2018,2,BA,38490,Presidente,24000,ELEITO
2018,2,BA,39799,Presidente,933,ELEITO
2018,2,PR,78778,Presidente,3714,ELEITO
2018,2,PR,74578,Presidente,2192,ELEITO
2018,2,BA,39292,Presidente,1296,ELEITO
2018,2,PR,77739,Presidente,1204,ELEITO
2018,2,SC,82570,Presidente,2740,ELEITO
2018,2,PR,76694,Presidente,1353,ELEITO
2018,2,SC,80055,Presidente,2928,ELEITO
2018,2,GO,95117,Presidente,9745,ELEITO
2018,2,GO,94374,Presidente,2351,ELEITO
2018,2,GO,93335,Presidente,799,ELEITO
2018,2,RN,17310,Presidente,1867,ELEITO
2018,2,PI,11770,Presidente,903,ELEITO
2018,2,GO,93297,Presidente,3964,ELEITO
2018,2,MA,9512,Presidente,3367,ELEITO
2018,2,CE,13773,Presidente,1016,ELEITO
2018,2,MA,7293,Presidente,1110,ELEITO
2018,2,MS,90891,Presidente,6496,ELEITO
2018,2,TO,95532,Presidente,1502,ELEITO
2018,2,AM,2496,Presidente,1373,ELEITO
2018,2,MS,91731,Presidente,3771,ELEITO
2018,2,ES,56790,Presidente,5812,ELEITO
2018,2,ES,56910,Presidente,10121,ELEITO
2018,2,AL,28037,Presidente,3367,ELEITO
2018,2,MG,41416,Presidente,12864,ELEITO
2018,2,MG,42544,Presidente,893,ELEITO
2018,2,SP,71439,Presidente,17090,ELEITO
2018,2,SP,66257,Presidente,8993,ELEITO
2018,2,MG,45756,Presidente,2114,ELEITO
2018,2,MG,41270,Presidente,2705,ELEITO
2018,2,RS,89141,Presidente,943,ELEITO
2018,2,SP,70653,Presidente,3093,ELEITO
2018,2,MG,53139,Presidente,1734,ELEITO
2018,2,MG,52418,Presidente,11663,ELEITO
2018,2,SP,70033,Presidente,1786,ELEITO
2018,2,SP,69213,Presidente,50260,ELEITO
2018,2,SP,71455,Presidente,47885,ELEITO
2018,2,RS,88145,Presidente,5827,ELEITO
2018,2,RS,86622,Presidente,1298,ELEITO
2018,2,RS,88390,Presidente,18510,ELEITO
2018,2,BA,37427,Presidente,707,ELEITO
2018,2,RN,16756,Presidente,1414,ELEITO
2018,2,RN,17590,Presidente,24525,ELEITO
2018,2,RN,16411,Presidente,810,ELEITO
2018,2,RN,16284,Presidente,571,ELEITO
2018,2,RN,17450,Presidente,440,ELEITO
2018,2,RN,18554,Presidente,2484,ELEITO
2018,2,BA,33413,Presidente,3290,ELEITO
2018,2,RJ,58335,Presidente,37801,ELEITO
2018,2,BA,38091,Presidente,1714,ELEITO
2018,2,BA,38490,Presidente,16311,ELEITO
2018,2,BA,35173,Presidente,836,ELEITO
2018,2,SC,80730,Presidente,23636,ELEITO
2018,2,PR,79138,Presidente,3431,ELEITO
2018,2,PR,74500,Presidente,3401,ELEITO
2018,2,PR,76392,Presidente,1679,ELEITO
2018,2,PA,4324,Presidente,4642,ELEITO
2018,2,GO,94757,Presidente,1507,ELEITO
2018,2,GO,94897,Presidente,9865,ELEITO
2018,2,GO,95710,Presidente,29800,ELEITO
2018,2,SC,82511,Presidente,8993,ELEITO
2018,2,PI,12491,Presidente,284,ELEITO
2018,2,PB,22357,Presidente,1602,ELEITO
2018,2,PB,19348,Presidente,247,ELEITO
2018,2,PI,11134,Presidente,3376,ELEITO
