ANO_ELEICAO,NR_TURNO,CD_MUNICIPIO,SG_UF,DS_CARGO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS
2022,2,13110,CE,Presidente,ELEITO,4532
2022,2,13110,CE,Presidente,NÃO ELEITO,458
2022,2,13129,CE,Presidente,ELEITO,9033
2022,2,13129,CE,Presidente,NÃO ELEITO,5704
2022,2,13137,CE,Presidente,ELEITO,7988
2022,2,13137,CE,Presidente,NÃO ELEITO,1776
2022,2,13145,CE,Presidente,ELEITO,6262
2022,2,13145,CE,Presidente,NÃO ELEITO,3526
2022,2,13153,CE,Presidente,ELEITO,4418
2022,2,13153,CE,Presidente,NÃO ELEITO,653
2022,2,13161,CE,Presidente,ELEITO,10340
2022,2,13161,CE,Presidente,NÃO ELEITO,3743
2022,2,13170,CE,Presidente,ELEITO,7829
2022,2,13170,CE,Presidente,NÃO ELEITO,2033
2022,2,13188,CE,Presidente,ELEITO,30336
2022,2,13188,CE,Presidente,NÃO ELEITO,16774
2022,2,13196,CE,Presidente,ELEITO,33374
2022,2,13196,CE,Presidente,NÃO ELEITO,17580
2022,2,13200,CE,Presidente,ELEITO,3630
2022,2,13200,CE,Presidente,NÃO ELEITO,603
2022,2,13218,CE,Presidente,ELEITO,31631
2022,2,13218,CE,Presidente,NÃO ELEITO,13449
2022,2,13226,CE,Presidente,ELEITO,22957
2022,2,13226,CE,Presidente,NÃO ELEITO,18458
2022,2,13234,CE,Presidente,ELEITO,14920
2022,2,13234,CE,Presidente,NÃO ELEITO,4757
2022,2,13242,CE,Presidente,ELEITO,12275
2022,2,13242,CE,Presidente,NÃO ELEITO,3967
2022,2,13250,CE,Presidente,ELEITO,11860
2022,2,13250,CE,Presidente,NÃO ELEITO,1104
2022,2,13269,CE,Presidente,ELEITO,4002
2022,2,13269,CE,Presidente,NÃO ELEITO,672
2022,2,13277,CE,Presidente,ELEITO,7316
2022,2,13277,CE,Presidente,NÃO ELEITO,1926
2022,2,13285,CE,Presidente,ELEITO,11350
2022,2,13285,CE,Presidente,NÃO ELEITO,4234
2022,2,13293,CE,Presidente,ELEITO,4181
2022,2,13293,CE,Presidente,NÃO ELEITO,888
2022,2,13307,CE,Presidente,ELEITO,14105
2022,2,13307,CE,Presidente,NÃO ELEITO,4742
2022,2,13315,CE,Presidente,ELEITO,12482
2022,2,13315,CE,Presidente,NÃO ELEITO,1859
2022,2,13323,CE,Presidente,ELEITO,9499
2022,2,13323,CE,Presidente,NÃO ELEITO,2368
2022,2,13331,CE,Presidente,ELEITO,12787
2022,2,13331,CE,Presidente,NÃO ELEITO,2359
2022,2,13340,CE,Presidente,ELEITO,6194
2022,2,13340,CE,Presidente,NÃO ELEITO,1457
2022,2,13358,CE,Presidente,ELEITO,3673
2022,2,13358,CE,Presidente,NÃO ELEITO,543
2022,2,13366,CE,Presidente,ELEITO,4871
2022,2,13366,CE,Presidente,NÃO ELEITO,607
2022,2,13374,CE,Presidente,ELEITO,29954
2022,2,13374,CE,Presidente,NÃO ELEITO,9367
2022,2,13382,CE,Presidente,ELEITO,9632
2022,2,13382,CE,Presidente,NÃO ELEITO,1941
2022,2,13390,CE,Presidente,ELEITO,10932
2022,2,13390,CE,Presidente,NÃO ELEITO,1529
2022,2,13404,CE,Presidente,ELEITO,8701
2022,2,13404,CE,Presidente,NÃO ELEITO,1918
2022,2,13412,CE,Presidente,ELEITO,16634
2022,2,13412,CE,Presidente,NÃO ELEITO,5078
2022,2,13420,CE,Presidente,ELEITO,5643
2022,2,13420,CE,Presidente,NÃO ELEITO,1618
2022,2,13439,CE,Presidente,ELEITO,25104
2022,2,13439,CE,Presidente,NÃO ELEITO,10115
2022,2,13447,CE,Presidente,ELEITO,5848
2022,2,13447,CE,Presidente,NÃO ELEITO,878
2022,2,13455,CE,Presidente,ELEITO,11243
2022,2,13455,CE,Presidente,NÃO ELEITO,4665
2022,2,13463,CE,Presidente,ELEITO,7107
2022,2,13463,CE,Presidente,NÃO ELEITO,1492
2022,2,13471,CE,Presidente,ELEITO,26911
2022,2,13471,CE,Presidente,NÃO ELEITO,4117
2022,2,13480,CE,Presidente,ELEITO,16483
2022,2,13480,CE,Presidente,NÃO ELEITO,8733
2022,2,13498,CE,Presidente,ELEITO,23507
2022,2,13498,CE,Presidente,NÃO ELEITO,5202
2022,2,13501,CE,Presidente,ELEITO,8237
2022,2,13501,CE,Presidente,NÃO ELEITO,3694
2022,2,13510,CE,Presidente,ELEITO,27280
2022,2,13510,CE,Presidente,NÃO ELEITO,10303
2022,2,13536,CE,Presidente,ELEITO,13178
2022,2,13536,CE,Presidente,NÃO ELEITO,2106
2022,2,13552,CE,Presidente,ELEITO,35985
2022,2,13552,CE,Presidente,NÃO ELEITO,9206
2022,2,13579,CE,Presidente,ELEITO,10246
2022,2,13579,CE,Presidente,NÃO ELEITO,2430
2022,2,13595,CE,Presidente,ELEITO,10675
2022,2,13595,CE,Presidente,NÃO ELEITO,2420
2022,2,13617,CE,Presidente,ELEITO,8790
2022,2,13617,CE,Presidente,NÃO ELEITO,2781
2022,2,13633,CE,Presidente,ELEITO,15446
2022,2,13633,CE,Presidente,NÃO ELEITO,3279
2022,2,13650,CE,Presidente,ELEITO,9922
2022,2,13650,CE,Presidente,NÃO ELEITO,1885
2022,2,13676,CE,Presidente,ELEITO,7441
2022,2,13676,CE,Presidente,NÃO ELEITO,2939
2022,2,13692,CE,Presidente,ELEITO,31901
2022,2,13692,CE,Presidente,NÃO ELEITO,14643
2022,2,13714,CE,Presidente,ELEITO,5370
2022,2,13714,CE,Presidente,NÃO ELEITO,1123
2022,2,13730,CE,Presidente,ELEITO,121053
2022,2,13730,CE,Presidente,NÃO ELEITO,74827
2022,2,13757,CE,Presidente,ELEITO,12938
2022,2,13757,CE,Presidente,NÃO ELEITO,2504
2022,2,13773,CE,Presidente,ELEITO,6787
2022,2,13773,CE,Presidente,NÃO ELEITO,1383
2022,2,13811,CE,Presidente,ELEITO,11673
2022,2,13811,CE,Presidente,NÃO ELEITO,3106
2022,2,13838,CE,Presidente,ELEITO,34484
2022,2,13838,CE,Presidente,NÃO ELEITO,10119
2022,2,13854,CE,Presidente,ELEITO,66182
2022,2,13854,CE,Presidente,NÃO ELEITO,12363
2022,2,13870,CE,Presidente,ELEITO,11723
2022,2,13870,CE,Presidente,NÃO ELEITO,1616
2022,2,13897,CE,Presidente,ELEITO,880559
2022,2,13897,CE,Presidente,NÃO ELEITO,633009
2022,2,13919,CE,Presidente,ELEITO,7822
2022,2,13919,CE,Presidente,NÃO ELEITO,2505
2022,2,13935,CE,Presidente,ELEITO,4708
2022,2,13935,CE,Presidente,NÃO ELEITO,1037
2022,2,13951,CE,Presidente,ELEITO,28855
2022,2,13951,CE,Presidente,NÃO ELEITO,4545
2022,2,13978,CE,Presidente,ELEITO,3790
2022,2,13978,CE,Presidente,NÃO ELEITO,499
2022,2,13994,CE,Presidente,ELEITO,4950
2022,2,13994,CE,Presidente,NÃO ELEITO,2189
2022,2,14010,CE,Presidente,ELEITO,19222
2022,2,14010,CE,Presidente,NÃO ELEITO,5956
2022,2,14036,CE,Presidente,ELEITO,3714
2022,2,14036,CE,Presidente,NÃO ELEITO,1004
2022,2,14052,CE,Presidente,ELEITO,9353
2022,2,14052,CE,Presidente,NÃO ELEITO,2500
2022,2,14060,CE,Presidente,ELEITO,7718
2022,2,14060,CE,Presidente,NÃO ELEITO,1851
2022,2,14079,CE,Presidente,ELEITO,10830
2022,2,14079,CE,Presidente,NÃO ELEITO,3666
2022,2,14095,CE,Presidente,ELEITO,29903
2022,2,14095,CE,Presidente,NÃO ELEITO,7263
2022,2,14117,CE,Presidente,ELEITO,46013
2022,2,14117,CE,Presidente,NÃO ELEITO,10351
2022,2,14133,CE,Presidente,ELEITO,11897
2022,2,14133,CE,Presidente,NÃO ELEITO,3938
2022,2,14150,CE,Presidente,ELEITO,6113
2022,2,14150,CE,Presidente,NÃO ELEITO,1150
2022,2,14176,CE,Presidente,ELEITO,20404
2022,2,14176,CE,Presidente,NÃO ELEITO,4923
2022,2,14192,CE,Presidente,ELEITO,17858
2022,2,14192,CE,Presidente,NÃO ELEITO,4876
2022,2,14214,CE,Presidente,ELEITO,7408
2022,2,14214,CE,Presidente,NÃO ELEITO,1542
2022,2,14230,CE,Presidente,ELEITO,12352
2022,2,14230,CE,Presidente,NÃO ELEITO,2738
2022,2,14257,CE,Presidente,ELEITO,4029
2022,2,14257,CE,Presidente,NÃO ELEITO,1619
2022,2,14273,CE,Presidente,ELEITO,20562
2022,2,14273,CE,Presidente,NÃO ELEITO,10782
2022,2,14290,CE,Presidente,ELEITO,59133
2022,2,14290,CE,Presidente,NÃO ELEITO,17238
2022,2,14311,CE,Presidente,ELEITO,9375
2022,2,14311,CE,Presidente,NÃO ELEITO,2888
2022,2,14338,CE,Presidente,ELEITO,11401
2022,2,14338,CE,Presidente,NÃO ELEITO,2273
2022,2,14354,CE,Presidente,ELEITO,9960
2022,2,14354,CE,Presidente,NÃO ELEITO,1940
2022,2,14370,CE,Presidente,ELEITO,5508
2022,2,14370,CE,Presidente,NÃO ELEITO,1287
2022,2,14397,CE,Presidente,ELEITO,17789
2022,2,14397,CE,Presidente,NÃO ELEITO,4151
2022,2,14419,CE,Presidente,ELEITO,15108
2022,2,14419,CE,Presidente,NÃO ELEITO,6922
2022,2,14435,CE,Presidente,ELEITO,14126
2022,2,14435,CE,Presidente,NÃO ELEITO,2444
2022,2,14451,CE,Presidente,ELEITO,4442
2022,2,14451,CE,Presidente,NÃO ELEITO,779
2022,2,14478,CE,Presidente,ELEITO,115524
2022,2,14478,CE,Presidente,NÃO ELEITO,35858
2022,2,14494,CE,Presidente,ELEITO,11913
2022,2,14494,CE,Presidente,NÃO ELEITO,2949
2022,2,14516,CE,Presidente,ELEITO,14941
2022,2,14516,CE,Presidente,NÃO ELEITO,2718
2022,2,14532,CE,Presidente,ELEITO,28662
2022,2,14532,CE,Presidente,NÃO ELEITO,9010
2022,2,14559,CE,Presidente,ELEITO,43391
2022,2,14559,CE,Presidente,NÃO ELEITO,22496
2022,2,14575,CE,Presidente,ELEITO,9504
2022,2,14575,CE,Presidente,NÃO ELEITO,8100
2022,2,14591,CE,Presidente,ELEITO,6839
2022,2,14591,CE,Presidente,NÃO ELEITO,1235
2022,2,14613,CE,Presidente,ELEITO,18279
2022,2,14613,CE,Presidente,NÃO ELEITO,6362
2022,2,14630,CE,Presidente,ELEITO,21178
2022,2,14630,CE,Presidente,NÃO ELEITO,5901
2022,2,14656,CE,Presidente,ELEITO,7965
2022,2,14656,CE,Presidente,NÃO ELEITO,2001
2022,2,14672,CE,Presidente,ELEITO,15045
2022,2,14672,CE,Presidente,NÃO ELEITO,1993
2022,2,14680,CE,Presidente,ELEITO,7875
2022,2,14680,CE,Presidente,NÃO ELEITO,1287
2022,2,14699,CE,Presidente,ELEITO,19730
2022,2,14699,CE,Presidente,NÃO ELEITO,3913
2022,2,14710,CE,Presidente,ELEITO,19782
2022,2,14710,CE,Presidente,NÃO ELEITO,4377
2022,2,14737,CE,Presidente,ELEITO,9005
2022,2,14737,CE,Presidente,NÃO ELEITO,1882
2022,2,14753,CE,Presidente,ELEITO,32225
2022,2,14753,CE,Presidente,NÃO ELEITO,11243
2022,2,14770,CE,Presidente,ELEITO,4578
2022,2,14770,CE,Presidente,NÃO ELEITO,1263
2022,2,14796,CE,Presidente,ELEITO,7180
2022,2,14796,CE,Presidente,NÃO ELEITO,6594
2022,2,14818,CE,Presidente,ELEITO,7514
2022,2,14818,CE,Presidente,NÃO ELEITO,1791
2022,2,14834,CE,Presidente,ELEITO,5363
2022,2,14834,CE,Presidente,NÃO ELEITO,1593
2022,2,14850,CE,Presidente,ELEITO,8120
2022,2,14850,CE,Presidente,NÃO ELEITO,1660
2022,2,14877,CE,Presidente,ELEITO,12706
2022,2,14877,CE,Presidente,NÃO ELEITO,5693
2022,2,14893,CE,Presidente,ELEITO,14414
2022,2,14893,CE,Presidente,NÃO ELEITO,2806
2022,2,14915,CE,Presidente,ELEITO,10833
2022,2,14915,CE,Presidente,NÃO ELEITO,2709
2022,2,14931,CE,Presidente,ELEITO,27190
2022,2,14931,CE,Presidente,NÃO ELEITO,15370
2022,2,14958,CE,Presidente,ELEITO,27327
2022,2,14958,CE,Presidente,NÃO ELEITO,15994
2022,2,14974,CE,Presidente,ELEITO,6438
2022,2,14974,CE,Presidente,NÃO ELEITO,1734
2022,2,14990,CE,Presidente,ELEITO,4028
2022,2,14990,CE,Presidente,NÃO ELEITO,578
2022,2,15016,CE,Presidente,ELEITO,5005
2022,2,15016,CE,Presidente,NÃO ELEITO,2255
2022,2,15032,CE,Presidente,ELEITO,5572
2022,2,15032,CE,Presidente,NÃO ELEITO,1820
2022,2,15059,CE,Presidente,ELEITO,17580
2022,2,15059,CE,Presidente,NÃO ELEITO,7583
2022,2,15075,CE,Presidente,ELEITO,13802
2022,2,15075,CE,Presidente,NÃO ELEITO,5529
2022,2,15091,CE,Presidente,ELEITO,6269
2022,2,15091,CE,Presidente,NÃO ELEITO,1580
2022,2,15113,CE,Presidente,ELEITO,21884
2022,2,15113,CE,Presidente,NÃO ELEITO,3081
2022,2,15130,CE,Presidente,ELEITO,5425
2022,2,15130,CE,Presidente,NÃO ELEITO,1067
2022,2,15156,CE,Presidente,ELEITO,19551
2022,2,15156,CE,Presidente,NÃO ELEITO,6145
2022,2,15172,CE,Presidente,ELEITO,9374
2022,2,15172,CE,Presidente,NÃO ELEITO,1643
2022,2,15199,CE,Presidente,ELEITO,8179
2022,2,15199,CE,Presidente,NÃO ELEITO,1407
2022,2,15210,CE,Presidente,ELEITO,6336
2022,2,15210,CE,Presidente,NÃO ELEITO,1041
2022,2,15237,CE,Presidente,ELEITO,9479
2022,2,15237,CE,Presidente,NÃO ELEITO,1398
2022,2,15253,CE,Presidente,ELEITO,5263
2022,2,15253,CE,Presidente,NÃO ELEITO,576
2022,2,15270,CE,Presidente,ELEITO,30241
2022,2,15270,CE,Presidente,NÃO ELEITO,16776
2022,2,15296,CE,Presidente,ELEITO,36681
2022,2,15296,CE,Presidente,NÃO ELEITO,9242
2022,2,15318,CE,Presidente,ELEITO,11090
2022,2,15318,CE,Presidente,NÃO ELEITO,3378
2022,2,15334,CE,Presidente,ELEITO,13545
2022,2,15334,CE,Presidente,NÃO ELEITO,5110
2022,2,15350,CE,Presidente,ELEITO,10125
2022,2,15350,CE,Presidente,NÃO ELEITO,2075
2022,2,15377,CE,Presidente,ELEITO,32874
2022,2,15377,CE,Presidente,NÃO ELEITO,13306
2022,2,15393,CE,Presidente,ELEITO,7660
2022,2,15393,CE,Presidente,NÃO ELEITO,1447
2022,2,15415,CE,Presidente,ELEITO,15968
2022,2,15415,CE,Presidente,NÃO ELEITO,3997
2022,2,15431,CE,Presidente,ELEITO,9549
2022,2,15431,CE,Presidente,NÃO ELEITO,1082
2022,2,15440,CE,Presidente,ELEITO,9034
2022,2,15440,CE,Presidente,NÃO ELEITO,1744
2022,2,15458,CE,Presidente,ELEITO,21661
2022,2,15458,CE,Presidente,NÃO ELEITO,4530
2022,2,15474,CE,Presidente,ELEITO,20977
2022,2,15474,CE,Presidente,NÃO ELEITO,7153
2022,2,15490,CE,Presidente,ELEITO,24376
2022,2,15490,CE,Presidente,NÃO ELEITO,13070
2022,2,15512,CE,Presidente,ELEITO,4003
2022,2,15512,CE,Presidente,NÃO ELEITO,804
2022,2,15539,CE,Presidente,ELEITO,6555
2022,2,15539,CE,Presidente,NÃO ELEITO,2273
2022,2,15555,CE,Presidente,ELEITO,11737
2022,2,15555,CE,Presidente,NÃO ELEITO,4395
2022,2,15571,CE,Presidente,ELEITO,4030
2022,2,15571,CE,Presidente,NÃO ELEITO,1098
2022,2,15598,CE,Presidente,ELEITO,82974
2022,2,15598,CE,Presidente,NÃO ELEITO,37230
2022,2,15610,CE,Presidente,ELEITO,9512
2022,2,15610,CE,Presidente,NÃO ELEITO,1681
2022,2,15636,CE,Presidente,ELEITO,16036
2022,2,15636,CE,Presidente,NÃO ELEITO,3856
2022,2,15652,CE,Presidente,ELEITO,13497
2022,2,15652,CE,Presidente,NÃO ELEITO,2985
2022,2,15679,CE,Presidente,ELEITO,24064
2022,2,15679,CE,Presidente,NÃO ELEITO,10400
2022,2,15695,CE,Presidente,ELEITO,29355
2022,2,15695,CE,Presidente,NÃO ELEITO,16204
2022,2,15717,CE,Presidente,ELEITO,26617
2022,2,15717,CE,Presidente,NÃO ELEITO,9276
2022,2,15733,CE,Presidente,ELEITO,14214
2022,2,15733,CE,Presidente,NÃO ELEITO,6095
2022,2,15750,CE,Presidente,ELEITO,3744
2022,2,15750,CE,Presidente,NÃO ELEITO,1073
2022,2,15776,CE,Presidente,ELEITO,10554
2022,2,15776,CE,Presidente,NÃO ELEITO,3731
2022,2,15792,CE,Presidente,ELEITO,6871
2022,2,15792,CE,Presidente,NÃO ELEITO,1831
2022,2,15814,CE,Presidente,ELEITO,20533
2022,2,15814,CE,Presidente,NÃO ELEITO,4185
2022,2,15830,CE,Presidente,ELEITO,27746
2022,2,15830,CE,Presidente,NÃO ELEITO,8215
2022,2,15857,CE,Presidente,ELEITO,87588
2022,2,15857,CE,Presidente,NÃO ELEITO,56677
2022,2,15873,CE,Presidente,ELEITO,20068
2022,2,15873,CE,Presidente,NÃO ELEITO,5691
2022,2,15881,CE,Presidente,ELEITO,8978
2022,2,15881,CE,Presidente,NÃO ELEITO,1931
2022,2,15890,CE,Presidente,ELEITO,11076
2022,2,15890,CE,Presidente,NÃO ELEITO,6285
2022,2,15911,CE,Presidente,ELEITO,10387
2022,2,15911,CE,Presidente,NÃO ELEITO,4633
2022,2,15920,CE,Presidente,ELEITO,7301
2022,2,15920,CE,Presidente,NÃO ELEITO,2271
2022,2,15938,CE,Presidente,ELEITO,9536
2022,2,15938,CE,Presidente,NÃO ELEITO,4190
2022,2,15954,CE,Presidente,ELEITO,16026
2022,2,15954,CE,Presidente,NÃO ELEITO,8404
2022,2,15970,CE,Presidente,ELEITO,7535
2022,2,15970,CE,Presidente,NÃO ELEITO,1318
2022,2,15989,CE,Presidente,ELEITO,5105
2022,2,15989,CE,Presidente,NÃO ELEITO,675
2022,2,15997,CE,Presidente,ELEITO,13211
2022,2,15997,CE,Presidente,NÃO ELEITO,7736
2022,2,16004,RN,Presidente,ELEITO,3045
2022,2,16004,RN,Presidente,NÃO ELEITO,1100
2022,2,16012,RN,Presidente,ELEITO,4932
2022,2,16012,RN,Presidente,NÃO ELEITO,2305
2022,2,16020,RN,Presidente,ELEITO,5930
2022,2,16020,RN,Presidente,NÃO ELEITO,3307
2022,2,16039,RN,Presidente,ELEITO,26008
2022,2,16039,RN,Presidente,NÃO ELEITO,8733
2022,2,16047,RN,Presidente,ELEITO,2695
2022,2,16047,RN,Presidente,NÃO ELEITO,1308
2022,2,16055,RN,Presidente,ELEITO,5344
2022,2,16055,RN,Presidente,NÃO ELEITO,1942
2022,2,16063,RN,Presidente,ELEITO,4754
2022,2,16063,RN,Presidente,NÃO ELEITO,2280
2022,2,16071,RN,Presidente,ELEITO,2036
2022,2,16071,RN,Presidente,NÃO ELEITO,258
2022,2,16080,RN,Presidente,ELEITO,3694
2022,2,16080,RN,Presidente,NÃO ELEITO,1379
2022,2,16098,RN,Presidente,ELEITO,7312
2022,2,16098,RN,Presidente,NÃO ELEITO,1292
2022,2,16101,RN,Presidente,ELEITO,2152
2022,2,16101,RN,Presidente,NÃO ELEITO,541
2022,2,16110,RN,Presidente,ELEITO,3289
2022,2,16110,RN,Presidente,NÃO ELEITO,676
2022,2,16128,RN,Presidente,ELEITO,2240
2022,2,16128,RN,Presidente,NÃO ELEITO,898
2022,2,16136,RN,Presidente,ELEITO,7198
2022,2,16136,RN,Presidente,NÃO ELEITO,1723
2022,2,16144,RN,Presidente,ELEITO,1778
2022,2,16144,RN,Presidente,NÃO ELEITO,669
2022,2,16152,RN,Presidente,ELEITO,5347
2022,2,16152,RN,Presidente,NÃO ELEITO,2368
2022,2,16160,RN,Presidente,ELEITO,2066
2022,2,16160,RN,Presidente,NÃO ELEITO,394
2022,2,16179,RN,Presidente,ELEITO,3892
2022,2,16179,RN,Presidente,NÃO ELEITO,621
2022,2,16187,RN,Presidente,ELEITO,2440
2022,2,16187,RN,Presidente,NÃO ELEITO,296
2022,2,16195,RN,Presidente,ELEITO,18793
2022,2,16195,RN,Presidente,NÃO ELEITO,5311
2022,2,16209,RN,Presidente,ELEITO,2811
2022,2,16209,RN,Presidente,NÃO ELEITO,522
2022,2,16217,RN,Presidente,ELEITO,11265
2022,2,16217,RN,Presidente,NÃO ELEITO,5198
2022,2,16225,RN,Presidente,ELEITO,3581
2022,2,16225,RN,Presidente,NÃO ELEITO,1647
2022,2,16233,RN,Presidente,ELEITO,6193
2022,2,16233,RN,Presidente,NÃO ELEITO,2829
2022,2,16241,RN,Presidente,ELEITO,2566
2022,2,16241,RN,Presidente,NÃO ELEITO,1002
2022,2,16250,RN,Presidente,ELEITO,4784
2022,2,16250,RN,Presidente,NÃO ELEITO,1871
2022,2,16268,RN,Presidente,ELEITO,4680
2022,2,16268,RN,Presidente,NÃO ELEITO,2993
2022,2,16276,RN,Presidente,ELEITO,3471
2022,2,16276,RN,Presidente,NÃO ELEITO,1961
2022,2,16284,RN,Presidente,ELEITO,3027
2022,2,16284,RN,Presidente,NÃO ELEITO,739
2022,2,16292,RN,Presidente,ELEITO,2211
2022,2,16292,RN,Presidente,NÃO ELEITO,1376
2022,2,16306,RN,Presidente,ELEITO,2176
2022,2,16306,RN,Presidente,NÃO ELEITO,1016
2022,2,16314,RN,Presidente,ELEITO,3044
2022,2,16314,RN,Presidente,NÃO ELEITO,807
2022,2,16330,RN,Presidente,ELEITO,4458
2022,2,16330,RN,Presidente,NÃO ELEITO,2463
2022,2,16357,RN,Presidente,ELEITO,5517
2022,2,16357,RN,Presidente,NÃO ELEITO,2304
2022,2,16373,RN,Presidente,ELEITO,2169
2022,2,16373,RN,Presidente,NÃO ELEITO,731
2022,2,16390,RN,Presidente,ELEITO,24164
2022,2,16390,RN,Presidente,NÃO ELEITO,12443
2022,2,16411,RN,Presidente,ELEITO,5332
2022,2,16411,RN,Presidente,NÃO ELEITO,1084
2022,2,16438,RN,Presidente,ELEITO,14049
2022,2,16438,RN,Presidente,NÃO ELEITO,4469
2022,2,16454,RN,Presidente,ELEITO,11823
2022,2,16454,RN,Presidente,NÃO ELEITO,3129
2022,2,16470,RN,Presidente,ELEITO,2793
2022,2,16470,RN,Presidente,NÃO ELEITO,2072
2022,2,16497,RN,Presidente,ELEITO,5418
2022,2,16497,RN,Presidente,NÃO ELEITO,1524
2022,2,16519,RN,Presidente,ELEITO,32726
2022,2,16519,RN,Presidente,NÃO ELEITO,12481
2022,2,16535,RN,Presidente,ELEITO,5402
2022,2,16535,RN,Presidente,NÃO ELEITO,1481
2022,2,16551,RN,Presidente,ELEITO,2688
2022,2,16551,RN,Presidente,NÃO ELEITO,747
2022,2,16578,RN,Presidente,ELEITO,2624
2022,2,16578,RN,Presidente,NÃO ELEITO,466
2022,2,16594,RN,Presidente,ELEITO,4065
2022,2,16594,RN,Presidente,NÃO ELEITO,1257
2022,2,16616,RN,Presidente,ELEITO,15618
2022,2,16616,RN,Presidente,NÃO ELEITO,9038
2022,2,16632,RN,Presidente,ELEITO,4117
2022,2,16632,RN,Presidente,NÃO ELEITO,662
2022,2,16659,RN,Presidente,ELEITO,3337
2022,2,16659,RN,Presidente,NÃO ELEITO,539
2022,2,16675,RN,Presidente,ELEITO,2595
2022,2,16675,RN,Presidente,NÃO ELEITO,1061
2022,2,16691,RN,Presidente,ELEITO,3482
2022,2,16691,RN,Presidente,NÃO ELEITO,2448
2022,2,16713,RN,Presidente,ELEITO,13323
2022,2,16713,RN,Presidente,NÃO ELEITO,9793
2022,2,16730,RN,Presidente,ELEITO,4769
2022,2,16730,RN,Presidente,NÃO ELEITO,910
2022,2,16756,RN,Presidente,ELEITO,4871
2022,2,16756,RN,Presidente,NÃO ELEITO,1573
2022,2,16772,RN,Presidente,ELEITO,1859
2022,2,16772,RN,Presidente,NÃO ELEITO,389
2022,2,16799,RN,Presidente,ELEITO,1074
2022,2,16799,RN,Presidente,NÃO ELEITO,776
2022,2,16810,RN,Presidente,ELEITO,10925
2022,2,16810,RN,Presidente,NÃO ELEITO,5885
2022,2,16837,RN,Presidente,ELEITO,7550
2022,2,16837,RN,Presidente,NÃO ELEITO,1930
2022,2,16853,RN,Presidente,ELEITO,4994
2022,2,16853,RN,Presidente,NÃO ELEITO,2223
2022,2,16870,RN,Presidente,ELEITO,8103
2022,2,16870,RN,Presidente,NÃO ELEITO,3422
2022,2,16896,RN,Presidente,ELEITO,6033
2022,2,16896,RN,Presidente,NÃO ELEITO,2668
2022,2,16918,RN,Presidente,ELEITO,8258
2022,2,16918,RN,Presidente,NÃO ELEITO,1840
2022,2,16934,RN,Presidente,ELEITO,1316
2022,2,16934,RN,Presidente,NÃO ELEITO,341
2022,2,16950,RN,Presidente,ELEITO,3053
2022,2,16950,RN,Presidente,NÃO ELEITO,826
2022,2,16977,RN,Presidente,ELEITO,3632
2022,2,16977,RN,Presidente,NÃO ELEITO,1098
2022,2,16993,RN,Presidente,ELEITO,3269
2022,2,16993,RN,Presidente,NÃO ELEITO,1236
2022,2,17019,RN,Presidente,ELEITO,2795
2022,2,17019,RN,Presidente,NÃO ELEITO,628
2022,2,17035,RN,Presidente,ELEITO,3680
2022,2,17035,RN,Presidente,NÃO ELEITO,2193
2022,2,17051,RN,Presidente,ELEITO,3559
2022,2,17051,RN,Presidente,NÃO ELEITO,740
2022,2,17078,RN,Presidente,ELEITO,1736
2022,2,17078,RN,Presidente,NÃO ELEITO,464
2022,2,17094,RN,Presidente,ELEITO,7185
2022,2,17094,RN,Presidente,NÃO ELEITO,1481
2022,2,17116,RN,Presidente,ELEITO,5578
2022,2,17116,RN,Presidente,NÃO ELEITO,2574
2022,2,17132,RN,Presidente,ELEITO,14663
2022,2,17132,RN,Presidente,NÃO ELEITO,5631
2022,2,17159,RN,Presidente,ELEITO,1672
2022,2,17159,RN,Presidente,NÃO ELEITO,376
2022,2,17175,RN,Presidente,ELEITO,3603
2022,2,17175,RN,Presidente,NÃO ELEITO,526
2022,2,17191,RN,Presidente,ELEITO,8976
2022,2,17191,RN,Presidente,NÃO ELEITO,3123
2022,2,17213,RN,Presidente,ELEITO,2528
2022,2,17213,RN,Presidente,NÃO ELEITO,1063
2022,2,17230,RN,Presidente,ELEITO,3466
2022,2,17230,RN,Presidente,NÃO ELEITO,992
2022,2,17256,RN,Presidente,ELEITO,4458
2022,2,17256,RN,Presidente,NÃO ELEITO,1299
2022,2,17272,RN,Presidente,ELEITO,1678
2022,2,17272,RN,Presidente,NÃO ELEITO,784
2022,2,17299,RN,Presidente,ELEITO,7050
2022,2,17299,RN,Presidente,NÃO ELEITO,2387
2022,2,17310,RN,Presidente,ELEITO,5308
2022,2,17310,RN,Presidente,NÃO ELEITO,2069
2022,2,17337,RN,Presidente,ELEITO,5145
2022,2,17337,RN,Presidente,NÃO ELEITO,1656
2022,2,17353,RN,Presidente,ELEITO,2909
2022,2,17353,RN,Presidente,NÃO ELEITO,1081
2022,2,17370,RN,Presidente,ELEITO,2307
2022,2,17370,RN,Presidente,NÃO ELEITO,438
2022,2,17396,RN,Presidente,ELEITO,4907
2022,2,17396,RN,Presidente,NÃO ELEITO,671
2022,2,17418,RN,Presidente,ELEITO,27003
2022,2,17418,RN,Presidente,NÃO ELEITO,15201
2022,2,17434,RN,Presidente,ELEITO,13159
2022,2,17434,RN,Presidente,NÃO ELEITO,3697
2022,2,17450,RN,Presidente,ELEITO,4754
